year,rf_ap_score
1998,0.12373307020787083
1999,0.0718220151833723
2000,0.07155867196420948
2001,0.12503210280587063
2002,0.0783321602027297
2003,0.0818765674050487
2004,0.062149513004467444
2005,0.07657380485666423
2006,0.09814042904794512
2007,0.10066674843092019
2008,0.1260093208210303
2009,0.14371088076059052
2010,0.05831572022528
2011,0.08423804868462349
2012,0.08214755907417519
2013,0.13204070601129592
2014,0.09153730257755427
