year,xgb_ap_score
1998,0.10826516877767116
1999,0.09150139815060096
2000,0.06745475542937014
2001,0.1213258472527866
2002,0.09062232973321396
2003,0.07119972860890993
2004,0.058123059063878255
2005,0.09103651838488389
2006,0.10097151166069598
2007,0.10485845749188408
2008,0.10204231838171941
2009,0.14704986131962733
2010,0.0672868816920293
2011,0.10447778677458816
2012,0.09934673428118238
2013,0.17091203902333751
2014,0.11297219653672766
