feature,rf_importance,xgb_importance
norrander_legality,0.07119234548303804,0.025267279
religadhrate,0.10701626064380065,0.018517373
initdif,0.032968545015180616,0.023972362
dem_gov,0.017786505377574813,0.02954895
uni_dem_leg,0.013255963071375089,0.017328158
fem_dem,0.103624036456161,0.024787204
nbrspct,0.08749205678337496,0.03196625
rescaledmedincome,0.10650824861711725,0.01995575
rescaledpopsize,0.10437428256881741,0.020156998
time,0.08884561618706155,0.027327968
time2,0.08375778615559226,0.0
webster,0.01044596782347627,0.016205966
policy_num_2,0.005179974398843113,0.018787308
policy_num_3,0.010235727118572902,0.04117853
policy_num_4,0.004590454009198604,0.025525216
policy_num_5,0.009039240735000804,0.048819356
policy_num_6,0.00218524252608075,0.013529208
policy_num_7,0.003116205757841955,0.025735138
policy_num_9,0.009769509970271487,0.0376913
policy_num_10,0.00911200504689203,0.033124164
policy_num_11,0.004481401116407647,0.021348292
policy_num_12,0.003892777630830962,0.018613318
policy_num_13,0.0018046650903670036,0.012140567
policy_num_14,0.008233771511261373,0.0383587
policy_num_15,0.014249789450189794,0.04072567
policy_num_16,0.010839143434896822,0.03956475
policy_num_17,0.0033199459673125126,0.020567754
policy_num_19,0.005927397855828816,0.020300183
policy_num_20,0.0038882193195462792,0.017948076
policy_num_22,0.007351947465268474,0.028769959
policy_num_23,0.00618577150135435,0.031480774
policy_num_24,0.004851657043698494,0.017612105
policy_num_25,0.008022147768647332,0.044277348
policy_num_26,0.0003822259103066034,0.0057750153
policy_num_27,0.0032942643119135474,0.014825314
policy_num_28,0.0012632057804569472,0.0070389393
policy_num_29,0.008427146497104628,0.038580373
policy_num_30,0.008731492538500245,0.04516681
policy_num_31,0.007912741253268053,0.01665958
policy_num_34,0.006444314807568553,0.02082203
