feature,rf_importance,xgb_importance
fiscal_1,0.10129530604985515,0.08539706
party,0.04282792486524335,0.14056316
elect1,0.01598846288958562,0.093839034
elect2,0.004012339013082238,0.06528055
income_1,0.31352436352507196,0.1272527
nbrpercn,0.3030791927597486,0.29756913
religion,0.21927241089741298,0.19009842
