model,average_score
billname,16.655172413793103
billname,16.655172413793103
billname,16.655172413793103
xgb_ap_score,0.14716377105290637
rf_ap_score,0.12473079535804847
original_ap_score,0.09518662888297526
logit_ap_score,0.08760395503198991
