billname,xgb_ap_score
7.0,0.06455036266205197
28.0,0.0665993612835771
29.0,0.5050761421319797
25.0,0.06280098591760061
8.0,0.2162955186988753
16.0,0.10390745866762381
24.0,0.04559239924695027
15.0,0.12400016858019063
43.0,0.02439024390243903
9.0,0.04260784156552314
4.0,0.03946146419628835
13.0,0.26177826293596623
19.0,0.06099651215327422
22.0,0.08136237040570678
14.0,0.1550134848829909
21.0,0.03552709729857824
23.0,0.21602152500967708
10.0,0.028265409857972462
26.0,0.027255561082024607
32.0,0.08396611128969893
31.0,0.06499012812376868
20.0,0.04813526566868211
2.0,0.031178401292713858
3.0,0.049621638661963535
30.0,0.02639344262295082
39.0,0.0909090909090909
40.0,0.03125
5.0,0.07256678571302044
41.0,0.037037037037037035
1.0,0.04659180457052797
42.0,0.0012738853503184713
12.0,0.016829747703796732
18.0,0.0038387715930902114
27.0,0.17390879647084498
17.0,0.058484563465903604
11.0,0.04705055570928892
6.0,0.250178816748884
38.0,0.0
