model,average_score
billname,20.289473684210527
billname,20.289473684210527
billname,20.289473684210527
xgb_ap_score,0.086729131931865
original_ap_score,0.07757243439067092
rf_ap_score,0.06344009740052255
logit_ap_score,0.0589335989306981
