billname,original_ap_score,logit_ap_score
"ucc article 3, negotiable instruments and article 4, bank deposits (2002)",0.026829182095368963,0.026860797823388263
child witness testimony by alternative methods act,0.02301628155265767,0.023059956457368313
limited partnership act (2001) (last amended 2013),0.046925914129647084,0.04692958931640263
environment_ca_car_emissions_st,0.1639757797470177,0.16424603844843136
humantraffic,0.3007636433953517,0.3035913473369473
securities act,0.07268765625955662,0.07706177113249137
license_plates,0.013938663483669438,0.014013344205345937
"ucc article 7, documents of title (2003)",0.21659760493654412,0.21664684653841706
environmental covenants act,0.07559190549281955,0.07566840931384221
gayrights_marriag,0.04534610214243687,0.04603446384931898
dev_s6,0.004830917874396135,0.004830917874396135
real property electronic recording act,0.11406341973411295,0.11407822741468508
management of public employee retirement systems act,0.04177433247200689,0.041553873918215
salvia,0.07993021275964074,0.08026569218918587
residential mortgage satisfaction act,0.0535333785681975,0.05352730824962718
gap,0.07065541656737578,0.07035779360486856
environment_ghg_ca,0.28606765014458063,0.2860263929576524
inst_tu_vet,0.041538628290765225,0.04288122982767639
dev_s3,0.07977697113266502,0.06905745689530372
"debt-management services act, 2005",0.039218093267070105,0.03517175993668817
national popular vote interstate compact,0.07114504718519558,0.07164300058130126
norealid,0.1133991448344345,0.11406669714458927
"registered agents act, model (2006) (last amended 2011)",0.0961689800322762,0.09523006558621398
prudent management of institutional funds act,0.49754661229864955,0.494006523630198
foreign-country money judgments recognition act,0.07730774697603093,0.07730774697603093
child abduction prevention,0.047263014535382314,0.04715132030159149
anatomical gift act (2006),0.3988258452728268,0.3964481411168412
"entity transactions act, model (2007) (last amended 2013)",0.009084599523943106,0.00909107917951812
emergency volunteer health practitioners,0.08406363076126817,0.08198764993875941
power of attorney,0.03559037212328031,0.03557156301566169
goodsam911,0.08498797057322213,0.08505594578396043
assignment of rents act,0.024918868317727223,0.026241666878678904
interstate compact on educational opportunity for military children,0.3868731023356062,0.38697693105779934
adult guardianship and protective proceedings jurisdiction act,0.18902943939715444,0.1866922301005325
interstate depositions and discovery act,0.29476858764008507,0.2947413088084584
limited cooperative association act (2007) (last amended 2013),0.04181473432481497,0.041151531424070076
limited liability company (2006) (last amended 2013),0.05621575551705274,0.05930914909119087
unincorporated nonprofit association act (2008) (last amended 2011),0.026429664699005477,0.02978843885124037
principal and income amendments (2008),0.24267946993177691,0.24244562807597736
estate_ta,0.22999978335242108,0.22951115742574757
"discovery of electronically stored information, rules relating to",0.05007002801120448,0.05009376632008735
interstate family support act amendments (2008),0.06288021469904034,0.06291144183034121
common interest ownership act (2008),0.04180011497084668,0.04287102170213077
probate code amendments (2008),0.27874149659863945,0.2576360544217687
breastdensity,0.0763948446907802,0.07577938293942398
common interest owners bill of rights,0.03125,0.031586021505376344
collaborative law act,0.048451198373445095,0.048514982918287264
"law on notarial acts, revised",0.03564237164205072,0.034064015787379075
real property transfer on death act,0.10150417036598637,0.10140345918678756
insurable interest amendment to the uniform trust code,0.06148010412924229,0.05967366865450239
surplus lines insurance multi-state compliance compact,0.12033080221913145,0.11750954954949232
fetalpain,0.12293734886375357,0.1225364400092661
admittpriv,0.09031289609303494,0.0906302074771856
electronic recordation of custodial interrogations,0.00558659217877095,0.00558659217877095
ucc article 9 amendments (2010),0.5470529673946198,0.5478485515303442
ins_stateexch,0.25819674868760123,0.25755906105471
faithful presidential electors act,0.024065540194572452,0.025688939111260207
military and overseas voters act,0.09467399068311856,0.09425983255914898
health care compact,0.15873108777928474,0.1597158735854991
newbornheartscreen,0.2328260464981832,0.2330938621146216
partition of heirs property act,0.03369244891443167,0.03369244891443167
debt-management services (2011),0.024390243902439025,0.02439024390243903
electronic legal material act,0.15131330413849556,0.14819351982089932
ucc article 4a amendments (2012),0.26749744779216506,0.26746284571604045
statutory trust entity act,-0.0,0.0
certificate of title for vessels act,0.03901373283395755,0.038526403399259695
emergency medical services personnel licensure interstate compact,0.05,0.048484848484848485
deployed parents custody and visitation act,0.12670666740434183,0.12046404403806255
premarital and marital agreements act,0.5909090909090909,0.44893939393939397
fetalheart,0.07323232323232323,0.06474747474747475
compact for a balanced budget,0.05844155844155844,0.062417829084495745
powers of appointment,1.0,1.0
collateral consequences of conviction act,0.022727272727272728,0.022727272727272724
prevention of and remedies for human trafficking,0.09369369369369371,0.14946711417299652
"protection of charitable assets act, model",0.04,0.04
fiduciary access to digital assets act (2014),0.02702702702702703,0.02702702702702703
