"state","year","norrander_legality","religadhrate","initdif","dem_gov","uni_dem_leg","fem_dem","nbrspct","rescaledmedincome","rescaledpopsize","time","time2","webster","intercept","event","billnum"
"Connecticut",2000,2.35999989509583,0.684027314186096,0,0,1,0.179000005125999,0.333333343267441,5.01719999313354,0.340556502342224,5,25,1,1,0,5
"Delaware",2000,2.39000010490417,0.520489156246185,0,1,0,0.096000000834465,0.333333343267441,5.03649997711182,0.0783599987626076,5,25,1,1,0,5
"Georgia",2000,2.82999992370605,0.610051512718201,0,1,1,0.115000002086163,0,3.66630005836487,0.733233451843262,2,0,1,1,0,5
"Hawaii",2000,2.47000002861023,0.41830587387085,0,1,1,0.168999999761581,0,5.15460014343262,0.121153697371483,5,25,1,1,0,5
"Idaho",2000,2.60999989509583,0.526444673538208,5,0,0,0.0869999974966049,0.333333343267441,3.34039998054504,0.115035101771355,1,1,1,1,0,5
"Illinois",2000,2.53999996185303,0.643003582954407,3,0,0,0.112000003457069,0,3.95539999008179,1.19249475002289,2,0,1,1,0,5
"Iowa",2000,2.66000008583069,0.638975262641907,0,0,0,0.0879999995231628,0,3.70190000534058,0.286649644374847,0,9,1,1,0,5
"Kentucky",2000,3.26999998092651,0.612535536289215,0,1,1,0.0350000001490116,0.125,3.24130010604858,0.397047460079193,1,0,1,1,0,5
"Louisiana",2000,3.01999998092651,0.805575668811798,0,1,1,0.0780000016093254,0,3.32599997520447,0.439427495002747,0,4,1,1,1,5
"Massachusetts",2000,2.39000010490417,0.736418008804321,4,0,1,0.224999994039536,0.16666667163372,4.67530012130737,0.634909689426422,5,25,1,1,0,5
"Minnesota",2000,2.71000003814697,0.697583496570587,0,0,0,0.179000005125999,1,5.42509984970093,0.491947889328003,5,25,1,1,0,5
"Nebraska",2000,2.72000002861023,0.652630507946014,3,1,0,0.133000001311302,0,3.29290008544922,0.167139962315559,2,0,1,1,0,5
"Nevada",2000,2.24000000953674,0.399763971567154,3,0,0,0.225999996066093,0.600000023841858,4.5757999420166,0.199825704097748,5,25,1,1,0,5
"New_Hampshire",2000,2.23000001907349,0.526863098144531,0,1,0,0.19200000166893,0,5.09259986877441,0.123578600585461,5,25,1,1,0,5
"New_Jersey",2000,2.30999994277954,0.680172264575958,0,0,0,0.063000001013279,0,4.80210018157959,0.820910155773163,1,4,1,1,0,5
"North_Carolina",2000,2.69000005722046,0.593614041805267,0,1,1,0.100000001490116,1,3.83170008659363,0.804931282997131,5,25,1,1,0,5
"Ohio",2000,2,0.520425796508789,1,0,0,0.090999998152256,0,1,1,0,0,1,1,0,5
"Oregon",2000,2.32999992370605,0.349912792444229,7,1,0,0.19200000166893,0.25,4.24989986419678,0.342139899730682,5,25,1,1,0,5
"Pennsylvania",2000,2.84999990463257,0.687904536724091,0,0,0,0.0700000002980232,0.5,4.21759986877441,1.22810542583466,5,25,1,1,0,5
"Rhode_Island",2000,2.34999990463257,0.736976385116577,0,0,1,0.189999997615814,0,3.69860005378723,0.103486247360706,0,4,1,1,0,5
"South_Carolina",2000,2.79999995231628,0.653056621551514,0,0,0,0.0540000014007092,0.5,3.46650004386902,0.374935746192932,2,0,1,1,0,5
"Texas",2000,2.6800000667572,0.6717888712883,0,0,0,0.0860000029206276,1,3.86089992523193,2.08518195152283,5,25,1,1,0,5
"Utah",2000,2.73000001907349,0.816543400287628,4,0,0,0.0439999997615814,0,3.64800000190735,0.197800949215889,0,0,1,1,0,5
"Virginia",2000,2.73000001907349,0.524368405342102,0,0,0,0.125,0.600000023841858,3.62220001220703,0.690028369426727,0,9,1,1,0,5
"Washington",2000,2.30999994277954,0.373413532972336,4,1,0,0.296000003814697,0.5,4.25250005722046,0.589412093162537,5,25,1,1,0,5
"West_Virginia",2000,3.14000010490417,0.408065736293793,0,1,1,0.0839999988675117,0.200000002980232,2.6703999042511,0.180537059903145,0,1,1,1,0,5
"Wyoming",2000,2.76999998092651,0.517598807811737,1,0,0,0.120999999344349,0.833333313465118,3.96289992332458,0.0493782013654709,5,25,1,1,0,5
"Alabama",2001,2.79999995231628,0.733512282371521,0,0,1,0.0329999998211861,0,3.1939001083374,0.424384355545044,2,1,1,1,0,5
"Alaska",2001,2.36999988555908,0.357243061065674,2,1,0,0.100000001490116,0,4.79939985275269,0.0603865310549736,1,0,1,1,0,5
"Arizona",2001,2.27999997138977,0.444094926118851,4,0,0,0.142000004649162,0,3.08629989624023,0.469101101160049,1,4,1,1,0,5
"California",2001,2.24000000953674,0.532396018505096,6,1,1,0.25,0.333333343267441,4.72620010375977,3.43771839141846,6,36,1,1,0,5
"Connecticut",2001,2.35999989509583,0.666850507259369,0,0,1,0.193000003695488,0.333333343267441,5.33470010757446,0.343007475137711,6,36,1,1,0,5
"Delaware",2001,2.39000010490417,0.510193109512329,0,1,0,0.108000002801418,0.333333343267441,4.96019983291626,0.0795290991663933,6,36,1,1,0,5
"Georgia",2001,2.82999992370605,0.605171680450439,0,1,1,0.115000002086163,0.600000023841858,3.24959993362427,0.75031578540802,2,1,1,1,0,5
"Hawaii",2001,2.47000002861023,0.417788177728653,0,1,1,0.188999995589256,0,4.74389982223511,0.12243627756834,6,36,1,1,0,5
"Idaho",2001,2.60999989509583,0.526444673538208,5,0,0,0.0700000002980232,0.16666667163372,3.34039998054504,0.120779171586037,2,9,1,1,0,5
"Illinois",2001,2.53999996185303,0.651778221130371,3,0,0,0.112000003457069,0,4.12830018997192,1.19249475002289,1,1,1,1,0,5
"Iowa",2001,2.66000008583069,0.634179592132568,0,0,0,0.100000001490116,0.666666686534882,3.37829995155334,0.286649644374847,0,9,1,1,0,5
"Kentucky",2001,3.26999998092651,0.617359161376953,0,1,1,0.0299999993294477,0.625,3.3452000617981,0.397047460079193,2,9,1,1,0,5
"Massachusetts",2001,2.39000010490417,0.720019102096558,4,0,1,0.238000005483627,0.16666667163372,5.22529983520508,0.636594891548157,6,36,1,1,0,5
"Minnesota",2001,2.71000003814697,0.684131026268005,0,0,0,0.172000005841255,1,5.26809978485107,0.496484905481339,6,36,1,1,1,5
"Nebraska",2001,2.72000002861023,0.655612051486969,3,1,0,0.122000001370907,0,3.40140008926392,0.16581118106842,0,1,1,1,0,5
"Nevada",2001,2.24000000953674,0.394149571657181,3,0,0,0.225999996066093,0.600000023841858,4.54029989242554,0.208238556981087,6,36,1,1,0,5
"New_Hampshire",2001,2.23000001907349,0.509328663349152,0,1,0,0.189999997615814,0,5.1331000328064,0.125171452760696,6,36,1,1,0,5
"New_Jersey",2001,2.30999994277954,0.680172264575958,0,0,0,0.0560000017285347,0,4.39239978790283,0.814068496227264,0,1,1,1,0,5
"North_Carolina",2001,2.69000005722046,0.581763625144958,0,1,1,0.0979999974370003,1,3.81620001792908,0.817228972911835,6,36,1,1,0,5
"Ohio",2001,2,0.520425796508789,5,0,0,0.090999998152256,0,3,1,0,0,1,1,0,5
"Oregon",2001,2.32999992370605,0.34610852599144,7,1,0,0.216999992728233,0.25,4.12729978561401,0.346469581127167,6,36,1,1,0,5
"Pennsylvania",2001,2.84999990463257,0.672950088977814,0,0,0,0.0799999982118607,0.5,4.34989976882935,1.23123645782471,6,36,1,1,0,5
"Rhode_Island",2001,2.34999990463257,0.736976385116577,0,0,1,0.189999997615814,0,3.47970008850098,0.10303770005703,2,1,1,1,0,5
"South_Carolina",2001,2.79999995231628,0.648173332214355,0,0,0,0.0540000014007092,0.5,3.46650004386902,0.385441929101944,0,4,1,1,1,5
"Texas",2001,2.6800000667572,0.660263895988464,0,0,0,0.0860000029206276,1,4.08599996566772,2.12613701820374,6,36,1,1,0,5
"Utah",2001,2.73000001907349,0.816543400287628,4,0,0,0.0509999990463257,0,3.70379996299744,0.202904134988785,0,1,1,1,0,5
"Virginia",2001,2.73000001907349,0.524368405342102,0,0,0,0.115000002086163,0,3.62220001220703,0.690028369426727,1,4,1,1,0,5
"Washington",2001,2.30999994277954,0.370692074298859,4,1,0,0.28099998831749,0.5,4.24900007247925,0.597153782844543,6,36,1,1,0,5
"West_Virginia",2001,3.14000010490417,0.406180858612061,0,1,1,0.0839999988675117,0.600000023841858,2.74880003929138,0.180388391017914,2,9,1,1,0,5
"Wyoming",2001,2.76999998092651,0.505416810512543,1,0,0,0.0810000002384186,0.833333313465118,3.97189998626709,0.0496968738734722,6,36,1,1,0,5
"Alabama",2002,2.79999995231628,0.733512282371521,0,0,1,0.0399999991059303,0.75,3.1939001083374,0.432514607906342,2,4,1,1,0,5
"Alaska",2002,2.36999988555908,0.371178030967712,2,1,0,0.0379999987781048,0,5.27790021896362,0.0603865310549736,0,1,1,1,0,5
"Arizona",2002,2.27999997138977,0.444094926118851,4,0,0,0.125,0.200000002980232,3.2739999294281,0.469101101160049,0,4,1,1,0,5
"California",2002,2.24000000953674,0.523245334625244,6,1,1,0.25,0.333333343267441,4.74370002746582,3.48827242851257,7,49,1,1,0,5
"Connecticut",2002,2.35999989509583,0.649673640727997,0,0,1,0.195999994874001,0.333333343267441,5.33869981765747,0.345458447933197,7,49,1,1,0,5
"Delaware",2002,2.39000010490417,0.499897092580795,0,1,0,0.108000002801418,0.333333343267441,4.96500015258789,0.080698199570179,7,49,1,1,0,5
"Georgia",2002,2.82999992370605,0.605171680450439,0,1,1,0.115000002086163,0,3.24959993362427,0.733233451843262,2,0,1,1,0,5
"Hawaii",2002,2.47000002861023,0.417270481586456,0,1,1,0.188999995589256,0,4.730299949646,0.123718850314617,7,49,1,1,0,5
"Idaho",2002,2.60999989509583,0.529647588729858,5,0,0,0.0869999974966049,0.16666667163372,3.26760005950928,0.115035101771355,2,0,1,1,0,5
"Illinois",2002,2.53999996185303,0.643003582954407,3,0,0,0.105999998748302,0.16666667163372,3.95539999008179,1.21226859092712,1,4,1,1,0,5
"Iowa",2002,2.66000008583069,0.634179592132568,0,0,0,0.100000001490116,0,3.55189990997314,0.288145333528519,2,9,1,1,0,5
"Kentucky",2002,3.26999998092651,0.615751266479492,0,1,1,0.0350000001490116,0.125,2.98099994659424,0.397047460079193,2,9,1,1,0,5
"Massachusetts",2002,2.39000010490417,0.703620195388794,4,0,1,0.238000005483627,0.16666667163372,4.9854998588562,0.638280093669891,7,49,1,1,0,5
"Nebraska",2002,2.72000002861023,0.652630507946014,3,1,0,0.128000006079674,0,3.40140008926392,0.16581118106842,2,1,1,1,0,5
"Nevada",2002,2.24000000953674,0.388535171747208,3,0,0,0.225999996066093,0.600000023841858,4.49580001831055,0.216651394963264,7,49,1,1,0,5
"New_Hampshire",2002,2.23000001907349,0.491794258356094,0,1,0,0.189999997615814,0,5.53210020065308,0.126764297485352,7,49,1,1,0,5
"New_Jersey",2002,2.30999994277954,0.680172264575958,0,0,0,0.0560000017285347,0,4.7467999458313,0.814068496227264,2,0,1,1,0,5
"North_Carolina",2002,2.69000005722046,0.569913268089294,0,1,1,0.108000002801418,1,3.65149998664856,0.829526722431183,7,49,1,1,0,5
"Ohio",2002,1,0.520425796508789,2,0,0,0.090999998152256,0,1,1,0,0,1,1,0,5
"Oregon",2002,2.32999992370605,0.342304229736328,7,1,0,0.232999995350838,0.25,4.18020009994507,0.350799262523651,7,49,1,1,0,5
"Pennsylvania",2002,2.84999990463257,0.657995641231537,0,0,0,0.0900000035762787,0.5,4.24980020523071,1.23436725139618,7,49,1,1,0,5
"Rhode_Island",2002,2.34999990463257,0.74130916595459,0,0,1,0.185000002384186,0,3.69860005378723,0.10303770005703,0,1,1,1,0,5
"Texas",2002,2.6800000667572,0.648738861083984,0,0,0,0.0860000029206276,1,4.01490020751953,2.16709208488464,7,49,1,1,1,5
"Utah",2002,2.73000001907349,0.813381493091583,4,0,0,0.0439999997615814,0,3.64800000190735,0.197800949215889,0,1,1,1,0,5
"Virginia",2002,2.73000001907349,0.518744587898254,0,0,0,0.125,0,4.33540010452271,0.681116819381714,0,4,1,1,0,5
"Washington",2002,2.30999994277954,0.367970615625381,4,1,1,0.28099998831749,0.5,4.51830005645752,0.60489547252655,7,49,1,1,0,5
"West_Virginia",2002,3.14000010490417,0.408065736293793,0,0,1,0.0920000001788139,0.600000023841858,2.48799991607666,0.180537059903145,1,1,1,1,0,5
"Wyoming",2002,2.76999998092651,0.493234843015671,1,0,0,0.0810000002384186,0.833333313465118,3.97630000114441,0.0500155501067638,7,49,1,1,0,5
"Alabama",2003,2.79999995231628,0.726698517799377,0,0,1,0.0399999991059303,0.75,3.1939001083374,0.432514607906342,1,1,1,1,0,5
"Alaska",2003,2.36999988555908,0.364210546016693,2,1,0,0.100000001490116,0,4.79540014266968,0.0596176385879517,2,0,1,1,0,5
"Arizona",2003,2.27999997138977,0.441808491945267,4,0,0,0.142000004649162,0.200000002980232,3.16370010375977,0.469101101160049,0,1,1,1,0,5
"California",2003,2.24000000953674,0.514094650745392,6,1,1,0.263000011444092,0.333333343267441,4.92999982833862,3.53882598876953,8,64,1,1,0,5
"Connecticut",2003,2.35999989509583,0.632496774196625,0,0,1,0.179000005125999,0.333333343267441,5.49650001525879,0.347909420728683,8,64,1,1,0,5
"Delaware",2003,2.39000010490417,0.489601075649261,0,1,0,0.143999993801117,0.333333343267441,4.90189981460571,0.0818672999739647,8,64,1,1,0,5
"Georgia",2003,2.82999992370605,0.600291848182678,0,1,1,0.115000002086163,0,3.66630005836487,0.75031578540802,0,1,1,1,0,5
"Hawaii",2003,2.47000002861023,0.41675278544426,0,0,1,0.217999994754791,0,5.18340015411377,0.125001430511475,8,64,1,1,0,5
"Idaho",2003,2.60999989509583,0.523241758346558,5,0,0,0.0700000002980232,0,3.34039998054504,0.117907136678696,2,0,1,1,0,5
"Illinois",2003,2.53999996185303,0.643003582954407,3,0,0,0.112000003457069,0.16666667163372,4.12830018997192,1.20238173007965,1,0,1,1,0,5
"Iowa",2003,2.66000008583069,0.638975262641907,0,0,0,0.100000001490116,0,3.32089996337891,0.286649644374847,3,1,1,1,0,5
"Kentucky",2003,3.26999998092651,0.612535536289215,0,1,1,0.025000000372529,0.125,3.3452000617981,0.386353254318237,2,0,1,1,0,5
"Massachusetts",2003,2.39000010490417,0.68722128868103,4,0,1,0.244000002741814,0.16666667163372,5.09549999237061,0.639965295791626,8,64,1,1,0,5
"Nebraska",2003,2.72000002861023,0.652630507946014,3,1,0,0.122000001370907,0,3.29290008544922,0.164482399821281,0,0,1,1,0,5
"Nevada",2003,2.24000000953674,0.382920771837234,3,0,0,0.189999997615814,0.600000023841858,4.51840019226074,0.225064247846603,8,64,1,1,1,5
"New_Hampshire",2003,2.23000001907349,0.474259853363037,0,0,0,0.116999998688698,0,5.55670022964478,0.128357157111168,8,64,1,1,0,5
"New_Jersey",2003,2.30999994277954,0.680172264575958,0,0,0,0.0560000017285347,0,4.80210018157959,0.814068496227264,0,0,1,1,0,5
"North_Carolina",2003,2.69000005722046,0.558062851428986,0,1,0,0.120999999344349,1,3.72790002822876,0.841824412345886,8,64,1,1,0,5
"Ohio",2003,2,0.520425796508789,2,0,0,0.090999998152256,0,3,1,0,0,1,1,0,5
"Oregon",2003,2.32999992370605,0.338499963283539,7,1,0,0.19200000166893,0.25,4.16379976272583,0.355128914117813,8,64,1,1,0,5
"Pennsylvania",2003,2.84999990463257,0.64304119348526,0,1,0,0.0750000029802322,0.5,4.29330015182495,1.23749816417694,8,64,1,1,0,5
"Rhode_Island",2003,2.34999990463257,0.736976385116577,0,0,1,0.180000007152557,0,3.69860005378723,0.102589152753353,2,1,1,1,0,5
"Utah",2003,2.73000001907349,0.813381493091583,4,0,0,0.0509999990463257,0,3.70379996299744,0.202904134988785,1,1,1,1,0,5
"Virginia",2003,2.73000001907349,0.507496953010559,0,0,0,0.115000002086163,0.600000023841858,4.33540010452271,0.690028369426727,0,0,1,1,0,5
"Washington",2003,2.30999994277954,0.365249156951904,4,1,0,0.259999990463257,0.5,4.75080013275146,0.612637102603912,8,64,1,1,0,5
"West_Virginia",2003,3.14000010490417,0.409008175134659,0,1,1,0.0989999994635582,0.200000002980232,2.52469992637634,0.180537059903145,3,0,1,1,0,5
"Wyoming",2003,2.76999998092651,0.481052845716476,1,1,0,0.0970000028610229,0.833333313465118,4.25549983978271,0.0503342263400555,8,64,1,1,0,5
"Alabama",2004,2.79999995231628,0.733512282371521,0,0,1,0.0480000004172325,0.75,3.1939001083374,0.424384355545044,1,0,1,1,1,5
"Alaska",2004,2.36999988555908,0.364210546016693,2,1,0,0.0689999982714653,0,5.27790021896362,0.0603865310549736,0,0,1,1,0,5
"Arizona",2004,2.27999997138977,0.444094926118851,4,0,0,0.125,0.200000002980232,3.08629989624023,0.469101101160049,1,0,1,1,0,5
"California",2004,2.24000000953674,0.50494396686554,6,0,1,0.263000011444092,0.333333343267441,4.92220020294189,3.58937978744507,9,81,1,1,0,5
"Connecticut",2004,2.35999989509583,0.615319967269897,0,0,1,0.179000005125999,0.333333343267441,5.51000022888184,0.35036039352417,9,81,1,1,0,5
"Delaware",2004,2.39000010490417,0.479305058717728,0,1,0,0.143999993801117,0.333333343267441,4.80490016937256,0.0830364003777504,9,81,1,1,0,5
"Georgia",2004,2.82999992370605,0.600291848182678,0,1,1,0.115000002086163,0,3.40989995002747,0.733233451843262,2,0,1,1,0,5
"Hawaii",2004,2.47000002861023,0.416235089302063,0,0,1,0.217999994754791,0,5.62419986724854,0.126284003257751,9,81,1,1,0,5
"Idaho",2004,2.60999989509583,0.526444673538208,5,0,0,0.0700000002980232,0.333333343267441,3.66799998283386,0.117907136678696,1,4,1,1,1,5
"Illinois",2004,2.53999996185303,0.660552799701691,3,0,0,0.105999998748302,0.333333343267441,3.95539999008179,1.20238173007965,2,4,1,1,0,5
"Iowa",2004,2.66000008583069,0.64377099275589,0,0,0,0.100000001490116,0.666666686534882,3.37829995155334,0.286649644374847,2,4,1,1,0,5
"Kentucky",2004,3.26999998092651,0.617359161376953,0,1,1,0.0350000001490116,0.125,2.98099994659424,0.389917969703674,2,4,1,1,0,5
"Massachusetts",2004,2.39000010490417,0.670822381973267,4,0,1,0.228000000119209,0.16666667163372,5.20190000534058,0.641650497913361,9,81,1,1,0,5
"Nebraska",2004,2.72000002861023,0.652630507946014,3,1,0,0.133000001311302,0,3.40140008926392,0.16581118106842,1,1,1,1,0,5
"New_Hampshire",2004,2.23000001907349,0.456725418567657,0,0,0,0.119000002741814,0,5.68149995803833,0.129950001835823,9,81,1,1,0,5
"New_Jersey",2004,2.30999994277954,0.670506298542023,0,0,0,0.0560000017285347,0,4.7467999458313,0.814068496227264,1,1,1,1,0,5
"North_Carolina",2004,2.69000005722046,0.546212434768677,0,1,0,0.125,1,4.02379989624023,0.85412210226059,9,81,1,1,1,5
"Ohio",2004,1,0.520425796508789,1,0,0,0.090999998152256,0,2,1,0,0,1,1,0,5
"Oregon",2004,2.32999992370605,0.334695667028427,7,1,0,0.18299999833107,0.25,4.09940004348755,0.359458595514297,9,81,1,1,1,5
"Pennsylvania",2004,2.84999990463257,0.628086745738983,0,1,0,0.0750000029802322,0.5,4.41060018539429,1.24062919616699,9,81,1,1,0,5
"Rhode_Island",2004,2.34999990463257,0.74130916595459,0,0,1,0.180000007152557,0,3.47970008850098,0.103486247360706,2,1,1,1,1,5
"Utah",2004,2.73000001907349,0.813381493091583,4,0,0,0.0439999997615814,0,3.70379996299744,0.197800949215889,0,0,1,1,0,5
"Virginia",2004,2.73000001907349,0.518744587898254,0,0,0,0.115000002086163,0,4.29570007324219,0.681116819381714,0,4,1,1,0,5
"Washington",2004,2.30999994277954,0.362527668476105,4,1,0,0.264999985694885,0.5,4.99219989776611,0.620378792285919,9,81,1,1,0,5
"West_Virginia",2004,3.14000010490417,0.408065736293793,0,1,1,0.0920000001788139,0.600000023841858,2.6703999042511,0.180537059903145,1,4,1,1,0,5
"Wyoming",2004,2.76999998092651,0.468870848417282,1,1,0,0.114000000059605,0.833333313465118,4.53970003128052,0.0506528988480568,9,81,1,1,0,5
"Alaska",2005,2.36999988555908,0.371178030967712,2,1,0,0.0379999987781048,0,4.79540014266968,0.0603865310549736,2,4,1,1,0,5
"Arizona",2005,2.27999997138977,0.444094926118851,4,0,0,0.125,0,3.08629989624023,0.469101101160049,2,1,1,1,0,5
"California",2005,2.24000000953674,0.495793342590332,6,0,1,0.268999993801117,0.333333343267441,5.17549991607666,3.61758995056152,10,100,1,1,0,5
"Connecticut",2005,2.35999989509583,0.598143100738525,0,0,1,0.189999997615814,0.333333343267441,5.68349981307983,0.350430190563202,10,100,1,1,0,5
"Delaware",2005,2.39000010490417,0.469009011983871,0,1,0,0.180999994277954,0.333333343267441,5.12349987030029,0.0841682031750679,10,100,1,1,0,5
"Georgia",2005,2.82999992370605,0.610051512718201,0,1,1,0.115000002086163,0,3.40989995002747,0.75031578540802,1,0,1,1,0,5
"Hawaii",2005,2.47000002861023,0.415717393159866,0,0,1,0.228000000119209,0,5.95860004425049,0.127391993999481,10,100,1,1,0,5
"Illinois",2005,2.53999996185303,0.643003582954407,3,0,0,0.119000002741814,0.333333343267441,3.95539999008179,1.20238173007965,0,4,1,1,1,5
"Iowa",2005,2.66000008583069,0.629383862018585,0,0,0,0.100000001490116,0,3.37829995155334,0.28964102268219,1,9,1,1,0,5
"Kentucky",2005,3.26999998092651,0.612535536289215,0,1,1,0.0350000001490116,0.125,2.98099994659424,0.397047460079193,2,0,1,1,0,5
"Massachusetts",2005,2.39000010490417,0.654423415660858,4,0,1,0.24099999666214,0.16666667163372,5.60169982910156,0.642675220966339,10,100,1,1,0,5
"Nebraska",2005,2.72000002861023,0.658593595027924,3,1,0,0.122000001370907,0,3.46919989585876,0.164482399821281,0,1,1,1,0,5
"New_Hampshire",2005,2.23000001907349,0.4391910135746,0,1,0,0.171000003814697,0,5.69840002059937,0.130724996328354,10,100,1,1,0,5
"New_Jersey",2005,2.30999994277954,0.680172264575958,0,0,0,0.0590000003576279,0,4.7467999458313,0.807226896286011,2,0,1,1,0,5
"Ohio",2005,2,0.520425796508789,3,0,0,0.090999998152256,0,3,1,0,0,1,1,0,5
"Pennsylvania",2005,2.84999990463257,0.613132297992706,0,1,0,0.0719999969005585,0.5,4.63000011444092,1.24236464500427,10,100,1,1,0,5
"Utah",2005,2.73000001907349,0.816543400287628,4,0,0,0.0439999997615814,0,3.70379996299744,0.202904134988785,1,0,1,1,1,5
"Virginia",2005,2.73000001907349,0.518744587898254,0,0,0,0.125,0,4.29570007324219,0.663293659687042,0,9,1,1,0,5
"Washington",2005,2.30999994277954,0.359806209802628,4,1,1,0.25,0.5,5.06459999084473,0.629989385604858,10,100,1,1,0,5
"West_Virginia",2005,3.14000010490417,0.407123297452927,0,1,1,0.0839999988675117,0.600000023841858,2.52469992637634,0.180239722132683,0,4,1,1,0,5
"Wyoming",2005,2.76999998092651,0.456688851118088,1,1,0,0.0810000002384186,0.833333313465118,4.47179985046387,0.0510764494538307,10,100,1,1,0,5
"Alaska",2006,2.36999988555908,0.371178030967712,2,1,0,0.0689999982714653,0,5.27790021896362,0.0603865310549736,0,1,1,1,0,5
"Arizona",2006,2.27999997138977,0.444094926118851,4,0,0,0.142000004649162,0.200000002980232,3.2739999294281,0.469101101160049,1,1,1,1,1,5
"California",2006,2.24000000953674,0.48664265871048,6,0,1,0.268999993801117,0.333333343267441,5.53189992904663,3.64580011367798,11,121,1,1,0,5
"Connecticut",2006,2.35999989509583,0.580966293811798,0,0,1,0.187000006437302,0.333333343267441,6.2403998374939,0.350499987602234,11,121,1,1,0,5
"Delaware",2006,2.39000010490417,0.458712995052338,0,1,0,0.180999994277954,0.333333343267441,5.24380016326904,0.0852999985218048,11,121,1,1,1,5
"Georgia",2006,2.82999992370605,0.600291848182678,0,1,1,0.115000002086163,0,3.40989995002747,0.75031578540802,2,4,1,1,0,5
"Hawaii",2006,2.47000002861023,0.415199667215347,0,0,1,0.228000000119209,0,6.04699993133545,0.128499999642372,11,121,1,1,0,5
"Iowa",2006,2.66000008583069,0.634179592132568,0,0,0,0.0879999995231628,0.666666686534882,3.32089996337891,0.28964102268219,0,1,1,1,0,5
"Kentucky",2006,3.26999998092651,0.615751266479492,0,1,1,0.0350000001490116,0.125,3.3452000617981,0.389917969703674,3,4,1,1,0,5
"Massachusetts",2006,2.39000010490417,0.638024508953094,4,0,1,0.24099999666214,0.16666667163372,5.53299999237061,0.643700003623962,11,121,1,1,0,5
"Nebraska",2006,2.72000002861023,0.652630507946014,3,1,0,0.133000001311302,0,3.29290008544922,0.16581118106842,0,4,1,1,0,5
"New_Hampshire",2006,2.23000001907349,0.421656578779221,0,1,0,0.167999997735023,0,6.19700002670288,0.131500005722046,11,121,1,1,0,5
"New_Jersey",2006,2.30999994277954,0.670506298542023,0,0,0,0.063000001013279,0,4.7467999458313,0.807226896286011,1,0,1,1,1,5
"Ohio",2006,2,0.520425796508789,3,0,0,0.090999998152256,0,3,1,0,0,1,1,0,5
"Pennsylvania",2006,2.84999990463257,0.598177790641785,0,1,0,0.0719999969005585,0.5,4.84770011901855,1.24409997463226,11,121,1,1,0,5
"Virginia",2006,2.73000001907349,0.518744587898254,0,0,0,0.125,0.600000023841858,3.62220001220703,0.681116819381714,0,0,1,1,0,5
"Washington",2006,2.30999994277954,0.35708475112915,4,1,1,0.25,0.5,5.47230005264282,0.639599978923798,11,121,1,1,0,5
"West_Virginia",2006,3.14000010490417,0.408065736293793,0,0,1,0.0839999988675117,0.600000023841858,2.52469992637634,0.180537059903145,0,4,1,1,1,5
"Wyoming",2006,2.76999998092651,0.444506853818893,1,1,0,0.0810000002384186,0.833333313465118,4.70410013198853,0.0515000000596046,11,121,1,1,0,5
"Alaska",2007,2.36999988555908,0.364210546016693,2,1,0,0.0689999982714653,0,4.79939985275269,0.0596176385879517,0,1,1,1,0,5
"California",2007,2.24000000953674,0.47749200463295,6,0,1,0.231000006198883,0.333333343267441,5.57340002059937,3.65532159805298,12,144,1,1,0,5
"Connecticut",2007,2.35999989509583,0.563789427280426,0,0,1,0.200000002980232,0.333333343267441,6.4141001701355,0.350230902433395,12,144,1,1,0,5
"Georgia",2007,2.82999992370605,0.600291848182678,0,1,1,0.115000002086163,0,3.40989995002747,0.767398178577423,1,1,1,1,0,5
"Hawaii",2007,2.47000002861023,0.414681971073151,0,0,1,0.247999995946884,0,6.40220022201538,0.128338798880577,12,144,1,1,0,5
"Iowa",2007,2.66000008583069,0.629383862018585,0,0,0,0.0750000029802322,0,3.37829995155334,0.288145333528519,0,0,1,1,0,5
"Kentucky",2007,3.26999998092651,0.612535536289215,0,1,1,0.0299999993294477,0.625,3.24130010604858,0.393482714891434,0,4,1,1,0,5
"Massachusetts",2007,2.39000010490417,0.621625602245331,4,1,1,0.252999991178513,0.16666667163372,5.84630012512207,0.644975483417511,12,144,1,1,0,5
"Nebraska",2007,2.72000002861023,0.655612051486969,3,1,0,0.133000001311302,0,3.29290008544922,0.16581118106842,1,1,1,1,0,5
"New_Hampshire",2007,2.23000001907349,0.404122143983841,0,1,1,0.312999993562698,0,6.75759983062744,0.131582796573639,12,144,1,1,0,5
"Ohio",2007,1,0.520425796508789,2,0,0,0.090999998152256,0,2,1,0,0,1,1,0,5
"Pennsylvania",2007,2.84999990463257,0.583223342895508,0,1,0,0.0769999995827675,0.5,4.84369993209839,1.24327921867371,12,144,1,1,0,5
"Virginia",2007,2.73000001907349,0.518744587898254,0,0,0,0.125,0,3.62220001220703,0.663293659687042,0,4,1,1,1,5
"Washington",2007,2.30999994277954,0.354363292455673,4,1,1,0.264999985694885,0.5,5.80800008773804,0.646842420101166,12,144,1,1,0,5
"Wyoming",2007,2.76999998092651,0.432324886322021,1,1,0,0.112999998033047,0.833333313465118,4.87440013885498,0.0522830002009869,12,144,1,1,0,5
"Alaska",2008,2.36999988555908,0.371178030967712,2,1,0,0.100000001490116,0,4.79540014266968,0.05884874984622,0,4,1,1,0,5
