"state","year","std_score","initiative","init_sigs","std_population","std_citideology","unified","std_income","std_legp_squire","duration","durationsq","durationcb","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","event","billnum","year_2012","year_2013","year_","year_1991","year_1992"
"MA",1990,-0.488436698913574,1,3.25,0.212184980511665,2.52543830871582,1,1.03754734992981,1.11748230457306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"MI",1990,-0.488436698913574,1,9,0.830594658851624,0.911239147186279,0,0.15021924674511,2.62854909896851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"MN",1990,-0.488436698913574,0,0,-0.0948464795947075,0.668505609035492,1,0.33193776011467,-0.139002457261086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"MS",1990,-0.488436698913574,1,12,-0.435382872819901,-0.903600037097931,1,-1.06574892997742,-0.566043078899384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"MO",1990,-0.488436698913574,1,4.32999992370605,0.0441208221018314,0.217128247022629,0,-0.0763920545578003,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"MT",1990,-0.488436698913574,1,7.5,-0.769851744174957,-0.559877991676331,0,-0.583528697490692,-1.00950837135315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"NE",1990,-0.488436698913574,1,8.5,-0.622905254364014,-0.771854281425476,0,0.0475461147725582,-0.196488693356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"NV",1990,-0.488436698913574,1,10,-0.690781772136688,-0.642226457595825,0,0.478215038776398,-0.286824256181717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"NH",1990,-0.488436698913574,0,0,-0.711148798465729,-0.487785428762436,1,0.526114642620087,-1.32978880405426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"NJ",1990,-0.488436698913574,0,0,0.539438843727112,0.722122371196747,1,1.40656936168671,1.01893448829651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"NM",1990,-0.488436698913574,0,0,-0.634203910827637,-0.224184468388557,0,-0.668588519096375,-1.17375481128693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"NY",1990,-0.488436698913574,0,0,2.46833920478821,1.4675030708313,0,1.23387241363525,2.62033677101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"NC",1990,-0.488436698913574,0,0,0.332790732383728,-0.796550571918488,0,-0.188945934176445,-0.385372072458267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"ND",1990,-0.488436698913574,1,3,-0.800412118434906,0.46016925573349,0,-0.453790962696075,-1.13269317150116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"OH",1990,-0.488436698913574,1,8,1.12259423732758,0.185181483626366,0,0.0900758728384972,0.977872967720032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"OK",1990,-0.488436698913574,1,11.5,-0.328212529420853,-0.540699303150177,0,-0.444554835557938,-0.0650916770100594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"OR",1990,-0.488436698913574,1,7,-0.382453203201294,1.00150418281555,1,-0.0396615751087666,-0.352522850036621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"PA",1990,-0.488436698913574,0,0,1.31799554824829,0.431070774793625,0,0.288119316101074,0.715078711509705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"RI",1990,-0.488436698913574,0,0,-0.731154382228851,1.28728628158569,0,0.416138350963593,-0.681015610694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"SC",1990,-0.488436698913574,0,0,-0.261959701776505,-0.524072349071503,0,-0.479352027177811,-0.500344514846802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"SD",1990,-0.488436698913574,1,7.5,-0.789239406585693,-0.0774727985262871,1,-0.37238284945488,-1.07520699501038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"TN",1990,-0.488436698913574,0,0,4.60525770904496e-05,-0.152785301208496,1,-0.324268400669098,-0.648166358470917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"TX",1990,-0.488436698913574,0,0,2.2870614528656,-0.72970175743103,0,-0.189805150032043,0.15664105117321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"UT",1990,-0.488436698913574,1,10,-0.594781100749969,-0.465488612651825,1,-0.726798593997955,-1.05878233909607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"VT",1990,-0.488436698913574,0,0,-0.814117908477783,1.03394031524658,1,-0.0388023667037487,-0.648166358470917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"VA",1990,-0.488436698913574,0,0,0.248711183667183,-0.632083654403687,1,0.555971443653107,-0.377159714698792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"WA",1990,-0.488436698913574,1,8,0.00165399897377938,0.458085805177689,0,0.410768538713455,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"WV",1990,-0.488436698913574,0,0,-0.583249449729919,0.601331532001495,1,-0.790163934230804,-0.65637868642807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"WI",1990,-0.488436698913574,0,0,0.00193963467609137,0.155123338103294,0,0.0277846213430166,2.16044688224792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"WY",1990,-0.488436698913574,1,15,-0.835010886192322,-0.938966810703278,0,-0.0559862330555916,-1.14090549945831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"AL",1991,-0.145336404442787,0,0,-0.149510458111763,-0.483583748340607,0,-0.517702162265778,-1.05878233909607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"AK",1991,1.25825572013855,1,10,-0.813103437423706,0.0925862789154053,0,0.851576387882233,0.296250402927399,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"AZ",1991,1.16228365898132,1,12.5,-0.207912519574165,-0.740923047065735,0,-0.29776856303215,-0.0897285640239716,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"AR",1991,0.433645337820053,1,9,-0.472192645072937,-0.454542368650436,1,-0.768760859966278,-0.754926443099976,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"CA",1991,-0.488436698913574,1,1,1,0.365884035825729,0,0.696878612041473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"CO",1991,2.10882759094238,1,5,-0.283403247594833,-0.0785207897424698,0,0.261444538831711,-0.196488693356514,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"ID",1991,1.8184449672699,1,10,-0.724512577056885,-0.826951205730438,0,-0.557896316051483,-0.705652594566345,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"IN",1991,0.749603569507599,0,0,0.135792762041092,-0.0902053862810135,0,-0.208723276853561,-0.738501846790314,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"KY",1991,0.305178850889206,0,0,-0.220369920134544,-0.574440896511078,1,-0.561812579631805,-0.894535958766937,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"ME",1991,0.309039682149887,1,10,-0.687700510025024,1.56794142723083,0,-0.255101025104523,-0.804200410842896,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"MA",1991,1.19013321399689,1,3.25,0.211401030421257,2.25888347625732,0,0.917329728603363,1.11748230457306,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"MI",1991,1.32100665569305,1,9,0.847354292869568,0.825313925743103,0,0.030380230396986,2.62854909896851,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"MO",1991,1.60294198989868,1,4.32999992370605,0.0520035400986671,0.110789388418198,0,-0.094324491918087,0.0170315690338612,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NV",1991,-0.488436698913574,1,1,-0.690781772136688,-0.642226457595825,0,0.478215038776398,-0.286824256181717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NH",1991,0.60008180141449,0,0,-0.711610436439514,-0.608960211277008,1,0.497868329286575,-1.32978880405426,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NJ",1991,0.971992254257202,0,0,0.549163043498993,0.797387003898621,1,1.24980688095093,1.01893448829651,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NM",1991,2.00683832168579,0,0,-0.627861082553864,-0.488875776529312,1,-0.649827361106873,-1.17375481128693,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NY",1991,0.891093909740448,0,0,2.48746800422668,1.51561534404755,0,1.00060343742371,2.62033677101135,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"NC",1991,0.0225005503743887,0,0,0.355405420064926,-0.227520421147346,0,-0.245619267225266,-0.385372072458267,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"ND",1991,2.46523976325989,1,3,-0.800775408744812,0.72878098487854,0,-0.544910669326782,-1.13269317150116,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"OH",1991,0.621530473232269,1,8,1.13793849945068,0.204921424388885,0,-0.0182648729532957,0.977872967720032,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"OK",1991,1.05487370491028,1,11.5,-0.323207795619965,-0.700882613658905,1,-0.513785898685455,-0.0650916770100594,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"SD",1991,-0.488436698913574,1,3,-0.789239406585693,-0.0774727985262871,1,-0.37238284945488,-1.07520699501038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"UT",1991,1.95012748241425,1,10,-0.585650384426117,-1.07596552371979,1,-0.720733880996704,-1.05878233909607,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"VT",1991,0.481800466775894,0,0,-0.813401877880096,1.82389378547668,0,-0.154924750328064,-0.648166358470917,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"VA",1991,0.245216816663742,0,0,0.264569312334061,-0.584123730659485,1,0.497662276029587,-0.377159714698792,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,1,0
"WA",1991,1.21168899536133,1,8,0.0247043650597334,0.711014211177826,0,0.419335335493088,0.0170315690338612,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"WV",1991,-0.101283237338066,0,0,-0.582086026668549,0.523797631263733,1,-0.802565038204193,-0.65637868642807,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"WY",1991,1.3509373664856,1,15,-0.833963513374329,-0.81080150604248,0,-0.0759796723723412,-1.14090549945831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,1,0
"AL",1992,-0.426054835319519,0,0,-0.139194846153259,-0.495185732841492,0,-0.410824120044708,-1.05878233909607,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,1
"AK",1992,-0.488436698913574,1,10,-0.809616565704346,0.32139265537262,0,0.870015680789948,0.296250402927399,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,1
"AR",1992,-0.446523874998093,1,9,-0.466017335653305,-0.118345335125923,1,-0.628132879734039,-0.754926443099976,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"CO",1992,0.32054728269577,1,5,-0.262940526008606,0.00966041162610054,0,0.357559472322464,-0.196488693356514,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"ID",1992,0.262641042470932,1,10,-0.718801915645599,-0.426726013422012,0,-0.432435095310211,-0.705652594566345,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"IN",1992,-0.439886093139648,0,0,0.146729096770287,0.141771003603935,0,-0.0558469407260418,-0.738501846790314,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,1
"NC",1992,-0.328768819570541,0,0,0.376641750335693,-0.302234709262848,0,-0.0954668521881104,-0.385372072458267,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"OH",1992,-0.164696305990219,1,8,1.1536717414856,0.441860556602478,0,0.0888253077864647,0.977872967720032,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"OK",1992,-0.488436698913574,1,11.5,-0.314731419086456,-0.191539600491524,1,-0.446842312812805,-0.0650916770100594,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,1
"UT",1992,-0.000723904755432159,1,10,-0.574928402900696,-0.828939497470856,1,-0.659948587417603,-1.05878233909607,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"VA",1992,0.107656791806221,0,0,0.285834968090057,-0.328752845525742,1,0.568264901638031,-0.377159714698792,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,1
"AL",1993,1.66373777389526,0,0,-0.127876982092857,-0.532728731632233,1,-0.406935602426529,-1.05878233909607,3,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"AK",1993,4.37734937667847,1,10,-0.807605266571045,0.249215856194496,0,0.8891322016716,0.296250402927399,3,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"IN",1993,2.23039698600769,0,0,0.158852532505989,-0.0769465565681458,0,-0.00768219120800495,-0.738501846790314,3,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"OK",1993,3.11262106895447,1,11.5,-0.308757692575455,-0.991534233093262,1,-0.447735041379929,-0.0650916770100594,3,9,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"AL",1994,1.78850162029266,0,0,-0.119221977889538,-0.50804191827774,1,-0.33248832821846,-1.05878233909607,4,16,64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indgaming",0,0,0,0,0
"AL",1995,1.07111001014709,0,0,-0.112345099449158,-0.879454374313354,0,-0.26040655374527,-1.05878233909607,5,25,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indgaming",0,0,0,0,0
"AL",1992,-0.488436698913574,0,0,-0.139194846153259,-0.495185732841492,0,-0.410824120044708,-1.05878233909607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"AK",1992,-0.488436698913574,1,10,-0.809616565704346,0.32139265537262,0,0.870015680789948,0.296250402927399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"AZ",1992,-0.488436698913574,1,12.5,-0.184000357985497,-0.272549390792847,0,-0.292364895343781,-0.0897285640239716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"AR",1992,-0.488436698913574,1,9,-0.466017335653305,-0.118345335125923,1,-0.628132879734039,-0.754926443099976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"CA",1992,-0.488436698913574,1,6.5,4.90421056747437,0.302237212657928,0,0.611086368560791,3.08022665977478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"CO",1992,-0.488436698913574,1,5,-0.262940526008606,0.00966041162610054,0,0.357559472322464,-0.196488693356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"CT",1992,-0.488436698913574,0,0,-0.299651384353638,1.15439915657043,0,1.79447746276855,-0.1472148001194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"DE",1992,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"FL",1992,-0.488436698913574,1,8,1.64655256271362,-0.176865860819817,1,0.279320597648621,0.435859858989716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"GA",1992,-0.488436698913574,0,0,0.361596316099167,-0.194296523928642,1,-0.0656517967581749,-0.73028951883316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"HI",1992,-0.488436698913574,0,0,-0.702455818653107,1.71641135215759,1,0.989075005054474,0.460496872663498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"ID",1992,-0.488436698913574,1,10,-0.718801915645599,-0.426726013422012,0,-0.432435095310211,-0.705652594566345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"IL",1992,-0.488436698913574,1,8,1.27867317199707,0.610212624073029,0,0.640700876712799,0.329099744558334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"IN",1992,-0.488436698913574,0,0,0.146729096770287,0.141771003603935,0,-0.0558469407260418,-0.738501846790314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"IA",1992,-0.488436698913574,0,0,-0.390346080064774,0.337624788284302,0,-0.0920650660991669,-0.262187272310257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"KS",1992,-0.488436698913574,0,0,-0.444127380847931,-0.161973848938942,0,0.111436605453491,-0.713864922523499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"KY",1992,-0.488436698913574,0,0,-0.212257593870163,0.100515209138393,1,-0.446041941642761,-0.894535958766937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"LA",1992,-0.488436698913574,0,0,-0.113059096038342,-0.60313218832016,1,-0.536487102508545,-0.426433742046356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"ME",1992,-0.488436698913574,1,10,-0.687432169914246,1.35917925834656,0,-0.200318947434425,-0.804200410842896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"MD",1992,-0.488436698913574,0,0,0.00547595089301467,1.15814518928528,1,0.980070531368256,-0.0568793378770351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"MA",1992,-0.488436698913574,1,3.25,0.213326394557953,2.26857948303223,0,1.01028549671173,1.11748230457306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"MI",1992,-0.488436698913574,1,9,0.862137973308563,0.831249356269836,0,0.115438528358936,2.62854909896851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"MN",1992,-0.488436698913574,0,0,-0.0749676302075386,0.815833985805511,0,0.367364317178726,-0.139002457261086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"MS",1992,-0.488436698913574,1,12,-0.42695164680481,-0.732648015022278,0,-0.953095078468323,-0.566043078899384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"MO",1992,-0.488436698913574,1,4.32999992370605,0.0607100687921047,0.536126852035522,0,0.00778478197753429,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"MT",1992,-0.488436698913574,1,7.5,-0.765044271945953,0.299685299396515,0,-0.501869738101959,-1.00950837135315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"NE",1992,-0.488436698913574,1,8.5,-0.617258906364441,0.365502208471298,0,0.0846231430768967,-0.196488693356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"NV",1992,-0.488436698913574,1,10,-0.666209995746613,-0.213213592767715,1,0.596679151058197,-0.286824256181717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"NH",1992,-0.488436698913574,0,0,-0.710133373737335,0.0307747852057219,1,0.546253740787506,-1.32978880405426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"NJ",1992,-0.488436698913574,0,0,0.561542212963104,1.07833278179169,0,1.43109595775604,1.01893448829651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"NM",1992,-0.488436698913574,0,0,-0.62031364440918,0.229116559028625,1,-0.592915058135986,-1.17375481128693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"NY",1992,-0.488436698913574,0,0,2.51081204414368,1.51441848278046,0,1.09612834453583,2.62033677101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
"NC",1992,-0.488436698913574,0,0,0.376641750335693,-0.302234709262848,0,-0.0954668521881104,-0.385372072458267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"ND",1992,-0.488436698913574,1,3,-0.800310969352722,1.10478794574738,0,-0.342189848423004,-1.13269317150116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"OH",1992,-0.488436698913574,1,8,1.1536717414856,0.441860556602478,0,0.0888253077864647,0.977872967720032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"OK",1992,-0.488436698913574,1,11.5,-0.314731419086456,-0.191539600491524,1,-0.446842312812805,-0.0650916770100594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"OR",1992,-0.488436698913574,1,7,-0.35774827003479,1.32890665531158,0,-0.0300341099500656,-0.352522850036621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"PA",1992,-0.488436698913574,0,0,1.34547805786133,0.606809914112091,0,0.337349325418472,0.715078711509705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"RI",1992,-0.488436698913574,0,0,-0.729915916919708,1.00546157360077,1,0.307134389877319,-0.681015610694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"indlimit",0,0,0,0,0
"SC",1992,-0.488436698913574,0,0,-0.239524617791176,0.0377421267330647,0,-0.475656747817993,-0.500344514846802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"indlimit",0,0,0,0,0
