"state","year","std_score","initiative","init_sigs","std_population","std_citideology","unified","std_income","std_legp_squire","duration","durationsq","durationcb","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","event","billnum","year_2012","year_2013","year_","year_1991","year_1992"
"TN",1996,-0.488436698913574,0,0,0.0982323288917542,-0.966673314571381,0,0.0774849131703377,-0.648166358470917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"TX",1996,-0.488436698913574,0,0,2.71647143363953,-0.794483661651611,0,0.0735485255718231,0.15664105117321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"UT",1996,-0.488436698913574,1,10,-0.531457424163818,-1.20869588851929,1,-0.318843692541122,-1.05878233909607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"VT",1996,-0.488436698913574,0,0,-0.808682918548584,1.72899234294891,0,0.138857528567314,-0.648166358470917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"VA",1996,-0.488436698913574,0,0,0.349125564098358,-0.688462734222412,0,0.72538822889328,-0.377159714698792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WA",1996,-0.488436698913574,1,8,0.127023428678513,0.0854357108473778,0,0.693180859088898,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"WV",1996,-0.488436698913574,0,0,-0.577559292316437,0.945781111717224,1,-0.575428545475006,-0.65637868642807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WI",1996,-0.488436698913574,0,0,0.0631329864263535,0.139015972614288,1,0.379159778356552,2.16044688224792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WY",1996,-0.488436698913574,1,15,-0.828527748584747,-1.01765584945679,1,0.095198817551136,-1.14090549945831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AK",1997,-0.114145450294018,1,10,-0.805059909820557,-0.978111565113068,0,0.944787561893463,0.296250402927399,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AR",1997,0.224081248044968,1,9,-0.431209653615952,-0.139576658606529,0,-0.395593971014023,-0.754926443099976,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"CT",1997,-0.407151222229004,0,0,-0.290505796670914,1.24230015277863,0,2.23951578140259,-0.1472148001194,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"DE",1997,-0.488436698913574,0,0,-0.779012560844421,-0.236340627074242,0,0.819722533226013,-0.368947505950928,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"GA",1997,-0.101986296474934,0,0,0.524797141551971,-0.362104803323746,1,0.328558534383774,-0.73028951883316,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"HI",1997,-0.488436698913574,0,0,-0.692484498023987,1.60603225231171,1,0.66964453458786,0.460496872663498,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"IL",1997,-0.356945484876633,1,8,1.37110161781311,0.765294432640076,0,1.05166137218475,0.329099744558334,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"IA",1997,-0.380419760942459,0,0,-0.376672059297562,-0.42382800579071,1,0.32226151227951,-0.262187272310257,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"KY",1997,0.336923480033875,0,0,-0.177041485905647,-0.876407980918884,1,-0.189892619848251,-0.894535958766937,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"MA",1997,-0.422610431909561,1,3.25,0.250436276197433,2.19354701042175,0,1.52900731563568,1.11748230457306,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"MI",1997,-0.266224354505539,1,9,0.924189150333405,0.581225156784058,0,0.605800330638885,2.62854909896851,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"MO",1997,-0.0792539268732071,1,4.32999992370605,0.110370434820652,-0.079176053404808,1,0.364765971899033,0.0170315690338612,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"MT",1997,-0.382202237844467,1,7.5,-0.752991676330566,-1.22386372089386,1,-0.373029917478561,-1.00950837135315,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"NV",1997,-0.488436698913574,1,10,-0.588598132133484,-0.962168157100677,0,0.89021360874176,-0.286824256181717,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"NH",1997,-0.488436698913574,0,0,-0.696661829948425,-0.419294208288193,0,0.982394576072693,-1.32978880405426,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"NJ",1997,-0.428827345371246,0,0,0.625156819820404,1.18219470977783,1,1.82251584529877,1.01893448829651,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"NY",1997,-0.373475819826126,0,0,2.58788919448853,1.33508610725403,0,1.40831518173218,2.62033677101135,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"ND",1997,-0.367878466844559,1,3,-0.798149764537811,0.27816304564476,1,-0.202486619353294,-1.13269317150116,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"OH",1997,-0.210944905877113,1,8,1.2002922296524,0.0288873612880707,1,0.45939564704895,0.977872967720032,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"OK",1997,-0.231218293309212,1,11.5,-0.286073833703995,-1.76740717887878,0,-0.244816437363625,-0.0650916770100594,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"PA",1997,-0.330647259950638,0,0,1.37901794910431,0.624090969562531,1,0.627489924430847,0.715078711509705,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"SC",1997,0.111163184046745,0,0,-0.194538980722427,-0.386874467134476,0,-0.146338760852814,-0.500344514846802,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"SD",1997,-0.366508483886719,1,7.5,-0.780378520488739,-0.339314162731171,1,0.0408214889466763,-1.07520699501038,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"TN",1997,0.361439079046249,0,0,0.113762713968754,-0.770467281341553,0,0.15696582198143,-0.648166358470917,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"UT",1997,-0.279416918754578,1,10,-0.521715342998505,-0.779252231121063,1,-0.206334933638573,-1.05878233909607,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"VT",1997,-0.317218363285065,0,0,-0.808017671108246,0.758293032646179,1,0.236552491784096,-0.648166358470917,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"VA",1997,0.474483519792557,0,0,0.363849073648453,-0.333765059709549,0,0.864151179790497,-0.377159714698792,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WV",1997,-0.488436698913574,0,0,-0.577559292316437,0.945781111717224,1,-0.575428545475006,-0.65637868642807,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WI",1997,-0.360702395439148,0,0,0.0699451863765717,0.29914602637291,0,0.506972789764404,2.16044688224792,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WY",1997,-0.181874349713326,1,15,-0.828286290168762,-1.21928799152374,1,0.27223539352417,-1.14090549945831,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"AK",1998,-0.488436698913574,1,10,-0.803750395774841,-0.701228737831116,0,1.03190159797668,0.296250402927399,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AR",1998,-0.278872609138489,1,9,-0.426471203565598,-0.0370722971856594,0,-0.270354032516479,-0.754926443099976,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"CT",1998,-0.12265207618475,0,0,-0.287496358156204,1.51772797107697,0,2.54824328422546,-0.1472148001194,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"DE",1998,0.0260001067072153,0,0,-0.776784658432007,0.426187366247177,0,1.06583166122437,-0.368947505950928,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"GA",1998,0.0798727422952652,0,0,0.558350801467896,-0.45982301235199,1,0.563771665096283,-0.73028951883316,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"HI",1998,-0.488436698913574,0,0,-0.691808879375458,1.90717995166779,1,0.65453839302063,0.460496872663498,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"IL",1998,-0.356945484876633,1,8,1.38729810714722,0.419380277395248,0,1.22635316848755,0.329099744558334,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"IA",1998,-0.416425406932831,0,0,-0.374462008476257,-0.311495691537857,1,0.441658288240433,-0.262187272310257,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"MO",1998,-0.170183420181274,1,4.32999992370605,0.117999672889709,-0.0130199082195759,1,0.478171765804291,0.0170315690338612,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"MT",1998,-0.488436698913574,1,7.5,-0.75250917673111,-0.37114018201828,1,-0.180276125669479,-1.00950837135315,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"ND",1998,-0.428157597780228,1,3,-0.798560440540314,0.749461710453033,1,0.105459026992321,-1.13269317150116,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"OH",1998,-0.0259503964334726,1,8,1.20671927928925,0.0915503650903702,1,0.628359198570251,0.977872967720032,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"OK",1998,-0.378200232982635,1,11.5,-0.280004411935806,-1.62541079521179,0,-0.106732569634914,-0.0650916770100594,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"SD",1998,-0.488436698913574,1,7.5,-0.780033469200134,-0.220309004187584,1,0.28527045249939,-1.07520699501038,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"TN",1998,0.0692942887544632,0,0,0.127078339457512,-0.447489798069,0,0.440280318260193,-0.648166358470917,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"VA",1998,0.474483519792557,0,0,0.363849073648453,-0.333765059709549,0,0.72538822889328,-0.377159714698792,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WV",1998,-0.488436698913574,0,0,-0.577559292316437,0.945781111717224,1,-0.575428545475006,-0.65637868642807,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"WI",1998,-0.392635971307755,0,0,0.0758607909083366,0.433214575052261,0,0.71240895986557,2.16044688224792,2,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AK",1999,-0.488436698913574,1,10,-0.802838981151581,-0.907422006130219,0,1.04133987426758,0.296250402927399,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AR",1999,-0.488436698913574,1,9,-0.421662777662277,-0.0797749683260918,0,-0.236988767981529,-0.754926443099976,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"DE",1999,0.687418878078461,0,0,-0.774592995643616,0.628164052963257,0,1.13739132881165,-0.368947505950928,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"HI",1999,-0.488436698913574,0,0,-0.692736506462097,2.14299869537354,1,0.709877669811249,0.460496872663498,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"IL",1999,-0.172857820987701,1,8,1.40369021892548,0.654406666755676,0,1.28028917312622,0.329099744558334,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"MO",1999,-0.397507190704346,1,4.32999992370605,0.125555753707886,0.00361085869371891,1,0.5290647149086,0.0170315690338612,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"MT",1999,-0.435319453477859,1,7.5,-0.751554667949677,-0.0981655642390251,1,-0.171774566173553,-1.00950837135315,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"OH",1999,-0.141571998596191,1,8,1.21121692657471,0.244607493281364,1,0.671962440013885,0.977872967720032,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"OK",1999,-0.488436698913574,1,11.5,-0.273995906114578,-1.40543699264526,0,-0.0784192234277725,-0.0650916770100594,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"SD",1999,-0.488436698913574,1,7.5,-0.779214680194855,-0.0341271795332432,1,0.399142563343048,-1.07520699501038,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"VA",1999,-0.488436698913574,0,0,0.349125564098358,-0.688462734222412,0,0.864151179790497,-0.377159714698792,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"WV",1999,-0.488436698913574,0,0,-0.577559292316437,0.945781111717224,1,-0.575428545475006,-0.65637868642807,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"WI",1999,-0.360702395439148,0,0,0.0824411362409592,0.29062694311142,0,0.765823423862457,2.16044688224792,3,9,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"AK",2000,0.883964478969574,1,10,-0.802240252494812,-1.60519433021545,0,1.21241748332977,0.255188852548599,4,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"DE",2000,4.80291318893433,0,0,-0.772452533245087,-0.208264589309692,0,1.31480073928833,-0.393584400415421,4,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"HI",2000,-0.488436698913574,0,0,-0.693967223167419,1.90717995166779,1,0.65614253282547,0.460496872663498,0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"MO",2000,1.05736494064331,1,4.32999992370605,0.134081020951271,-0.372512012720108,1,0.647349894046783,-0.180064141750336,4,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"OK",2000,1.23860108852386,1,11.5,-0.270758181810379,-1.54697620868683,0,0.12336677312851,-0.0733038857579231,4,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"SD",2000,0.182168424129486,1,7.5,-0.778193235397339,-0.531059801578522,1,0.5254026055336,-1.08341920375824,4,16,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"AK",2001,-0.114145450294018,1,10,-0.801158845424652,-1.17455065250397,0,1.29059958457947,0.255188852548599,5,25,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"HI",2001,-0.488436698913574,0,0,-0.692484498023987,1.60603225231171,1,0.709877669811249,0.460496872663498,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"SD",2001,0.426024854183197,1,7.5,-0.777793109416962,0.396049439907074,1,0.588352501392365,-1.08341920375824,5,25,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"continsurance",0,0,0,0,0
"SD",2002,0.486988961696625,1,7.5,-0.777408003807068,-0.0786621198058128,1,0.533477485179901,-1.08341920375824,6,36,216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"continsurance",0,0,0,0,0
"AL",1998,-0.488436698913574,0,0,-0.0920551866292953,-0.38777831196785,0,5.22098562214524e-05,-1.05878233909607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"AK",1998,-0.488436698913574,1,10,-0.803750395774841,-0.701228737831116,0,1.03190159797668,0.296250402927399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"AZ",1998,-0.488436698913574,1,12.5,-0.00205061491578817,-0.25252777338028,1,0.241867765784264,-0.0897285640239716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"AR",1998,-0.488436698913574,1,9,-0.426471203565598,-0.0370722971856594,0,-0.270354032516479,-0.754926443099976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"CA",1998,-0.488436698913574,1,6.5,5.28274202346802,0.499418556690216,0,1.09769463539124,3.08022665977478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"CO",1998,-0.488436698913574,1,5,-0.146222919225693,-0.153240516781807,0,1.20120716094971,-0.196488693356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"CT",1998,-0.488436698913574,0,0,-0.287496358156204,1.51772797107697,0,2.54824328422546,-0.1472148001194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"DE",1998,-0.488436698913574,0,0,-0.776784658432007,0.426187366247177,0,1.06583166122437,-0.368947505950928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"FL",1998,-0.488436698913574,1,8,1.99179863929749,-0.00329162087291479,0,0.738588452339172,0.435859858989716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"GA",1998,-0.488436698913574,0,0,0.558350801467896,-0.45982301235199,1,0.563771665096283,-0.73028951883316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"HI",1998,-0.488436698913574,0,0,-0.691808879375458,1.90717995166779,1,0.65453839302063,0.460496872663498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"ID",1998,-0.488436698913574,1,6,-0.684833109378815,-1.08967936038971,1,-0.0130376908928156,-0.705652594566345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"IL",1998,-0.488436698913574,1,8,1.38729810714722,0.419380277395248,0,1.22635316848755,0.329099744558334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"IN",1998,-0.488436698913574,0,0,0.207717299461365,-0.350254744291306,0,0.504351258277893,-0.738501846790314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"IA",1998,-0.488436698913574,0,0,-0.374462008476257,-0.311495691537857,1,0.441658288240433,-0.262187272310257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"KS",1998,-0.488436698913574,0,0,-0.420019656419754,-0.930484890937805,1,0.629220247268677,-0.713864922523499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"KY",1998,-0.488436698913574,0,0,-0.170903235673904,-0.691299915313721,1,-0.0545457862317562,-0.894535958766937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"LA",1998,-0.488436698913574,0,0,-0.0853528082370758,-0.773683428764343,0,-0.122578099370003,-0.426433742046356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"ME",1998,-0.488436698913574,1,10,-0.683554947376251,1.38475942611694,0,0.29198744893074,-0.804200410842896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"MD",1998,-0.488436698913574,0,0,0.0583337843418121,1.30811011791229,1,1.46937417984009,-0.0568793378770351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"MA",1998,-0.488436698913574,1,3.25,0.259044826030731,2.25415802001953,0,1.74219155311584,1.11748230457306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"MI",1998,-0.488436698913574,1,9,0.931502282619476,0.58577173948288,0,0.771484971046448,2.62854909896851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"MN",1998,-0.488436698913574,0,0,-0.0152003858238459,0.351360380649567,0,1.08116030693054,-0.139002457261086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"MS",1998,-0.488436698913574,1,12,-0.392897248268127,-1.21563708782196,0,-0.46273872256279,-0.566043078899384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"MO",1998,-0.488436698913574,1,4.32999992370605,0.117999672889709,-0.0130199082195759,1,0.478171765804291,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"MT",1998,-0.488436698913574,1,7.5,-0.75250917673111,-0.37114018201828,1,-0.180276125669479,-1.00950837135315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"NE",1998,-0.488436698913574,1,8.5,-0.601439118385315,-0.926152050495148,0,0.63335382938385,-0.196488693356514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NV",1998,-0.488436698913574,1,10,-0.571846008300781,0.133698388934135,0,1.0039998292923,-0.286824256181717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NH",1998,-0.488436698913574,0,0,-0.693556368350983,-0.603811383247375,0,1.24633228778839,-1.32978880405426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NJ",1998,-0.488436698913574,0,0,0.638058364391327,0.876029551029205,1,2.04687213897705,1.01893448829651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NM",1998,-0.488436698913574,0,0,-0.583073437213898,-0.259953171014786,0,-0.252269506454468,-1.17375481128693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NY",1998,-0.488436698913574,0,0,2.60657286643982,1.50920104980469,0,1.55927979946136,2.62033677101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"NC",1998,-0.488436698913574,0,0,0.548118472099304,-0.181277975440025,0,0.467148661613464,-0.385372072458267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
"ND",1998,-0.488436698913574,1,3,-0.798560440540314,0.749461710453033,1,0.105459026992321,-1.13269317150116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"contr_eq",0,0,0,0,0
"OH",1998,-0.488436698913574,1,8,1.20671927928925,0.0915503650903702,1,0.628359198570251,0.977872967720032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"contr_eq",0,0,0,0,0
