state,year,adopt,fiscal_1,party,elect1,elect2,income_1,neighbor,nbrpercn,religion
46,81,0,-0.067,0,1,0,108.4,1,0.2,16.8
46,82,0,-0.079,0,0,0,109.3,1,0.2,16.8
46,83,0,-0.084,0,0,1,111.1,1,0.2,16.8
46,84,0,-0.071,1,0,1,116.3,1,0.2,16.8
46,85,0,-0.009,1,1,0,122.7,2,0.4,16.8
46,86,0,-0.019,1,0,0,130.1,2,0.4,16.8
47,64,0,-0.295,1,1,0,74.26,0,0.0,7.0
47,65,0,-0.237,0,0,0,75.71,0,0.0,7.0
47,66,0,-0.259,0,0,1,81.45,0,0.0,7.0
47,67,0,-0.047,0,0,1,87.69,0,0.0,7.0
47,68,0,-0.142,0,1,0,90.07,0,0.0,7.0
47,69,0,-0.106,0,0,0,94.07,0,0.0,7.0
47,70,0,-0.14,0,0,1,95.47,0,0.0,7.0
47,71,0,-0.199,0,0,1,92.05,0,0.0,7.0
47,72,0,-0.281,0,1,0,91.78,0,0.0,7.0
47,73,0,-0.158,0,0,0,96.48,0,0.0,7.0
47,74,0,-0.143,0,0,1,104.6,0,0.0,7.0
47,75,0,-0.158,0,0,1,103.9,0,0.0,7.0
47,76,0,-0.176,0,1,0,105.0,0,0.0,7.0
47,77,0,-0.187,1,0,0,108.4,0,0.0,7.0
47,78,0,-0.157,1,0,1,112.0,0,0.0,7.0
47,79,0,-0.105,0,0,1,118.1,0,0.0,7.0
47,80,0,-0.085,0,1,0,119.7,0,0.0,7.0
47,81,0,-0.155,0,0,0,118.8,0,0.0,7.0
47,82,1,-0.226,0,0,1,118.7,0,0.0,7.0
48,64,0,-0.149,1,1,0,53.55,0,0.0,6.8
48,65,0,-0.166,1,0,0,55.42,0,0.0,6.8
48,66,0,-0.169,1,0,1,56.8,0,0.0,6.8
48,67,0,-0.156,1,0,1,59.22,0,0.0,6.8
48,68,0,-0.178,1,1,0,61.73,0,0.0,6.8
48,69,0,-0.154,0,0,0,64.28,0,0.0,6.8
48,70,0,-0.138,0,0,1,66.1,0,0.0,6.8
48,71,0,-0.179,0,0,1,70.64,0,0.0,6.8
48,72,0,-0.158,0,1,0,72.98,0,0.0,6.8
48,73,0,-0.161,0,0,0,76.35,1,0.2,6.8
48,74,0,-0.116,0,0,1,80.55,2,0.4,6.8
48,75,0,-0.119,0,0,1,80.05,3,0.6,6.8
48,76,0,-0.108,0,1,0,81.76,3,0.6,6.8
48,77,0,-0.154,1,0,0,85.36,3,0.6,6.8
48,78,0,-0.153,1,0,1,89.78,3,0.6,6.8
48,79,0,-0.16,1,0,1,90.17,3,0.6,6.8
48,80,0,-0.182,1,1,0,91.36,3,0.6,6.8
48,81,0,-0.187,1,0,0,90.26,3,0.6,6.8
48,82,0,-0.19,1,0,1,88.19,3,0.6,6.8
48,83,0,-0.132,1,0,1,87.09,3,0.6,6.8
48,84,1,-0.2,1,1,0,88.12,3,0.6,6.8
49,64,0,-0.39,0,1,0,68.78,0,0.0,11.8
49,65,0,-0.323,0,0,0,71.37,0,0.0,11.8
49,66,0,-0.338,0,1,0,76.31,0,0.0,11.8
49,67,0,-0.047,1,0,0,80.91,0,0.0,11.8
49,68,0,-0.059,1,1,0,83.78,0,0.0,11.8
49,69,0,-0.098,1,0,0,83.19,0,0.0,11.8
49,70,0,-0.09,1,1,0,85.61,0,0.0,11.8
49,71,0,-0.042,0,0,0,86.84,0,0.0,11.8
49,72,0,-0.093,0,0,1,87.04,0,0.0,11.8
49,73,0,-0.047,0,0,1,89.89,1,0.5,11.8
49,74,0,0.013,0,1,0,96.97,1,0.5,11.8
49,75,0,-0.063,1,0,0,96.33,2,1.0,11.8
49,76,0,-0.104,1,0,1,95.42,2,1.0,11.8
49,77,0,-0.084,1,0,1,100.5,2,1.0,11.8
49,78,0,-0.051,1,1,0,103.3,2,1.0,11.8
49,79,0,0.003,0,0,0,106.0,2,1.0,11.8
49,80,0,-0.028,0,0,1,109.8,2,1.0,11.8
49,81,0,-0.079,0,0,1,107.7,2,1.0,11.8
49,82,0,-0.117,0,1,0,106.2,2,1.0,11.8
49,83,0,-0.087,1,0,0,108.1,2,1.0,11.8
49,84,0,-0.093,1,0,1,109.2,2,1.0,11.8
49,85,0,0.054,1,0,1,115.5,2,1.0,11.8
49,86,0,-0.061,1,1,0,117.7,3,1.5,11.8
50,64,0,-0.129,1,0,1,72.27,0,0.0,15.3
50,65,0,-0.17,0,0,1,70.85,0,0.0,15.3
50,66,0,-0.155,0,1,0,71.52,0,0.0,15.3
50,67,0,-0.135,1,0,0,74.55,0,0.0,15.3
50,68,0,-0.117,1,0,1,78.82,0,0.0,15.3
50,69,0,-0.061,1,0,1,78.98,0,0.0,15.3
50,70,0,-0.005,1,1,0,79.5,0,0.0,15.3
50,71,0,-0.061,1,0,0,83.75,0,0.0,15.3
50,72,0,-0.04,1,0,1,85.31,0,0.0,15.3
50,73,0,-0.086,1,0,1,92.83,0,0.0,15.3
50,74,0,-0.05,1,1,0,97.68,0,0.0,15.3
50,75,0,-0.015,0,0,0,96.31,0,0.0,15.3
50,76,0,0.018,0,0,1,98.92,0,0.0,15.3
50,77,0,-0.055,0,0,1,106.2,0,0.0,15.3
50,78,0,0.089,0,1,0,114.4,0,0.0,15.3
50,79,0,0.136,0,0,0,128.6,0,0.0,15.3
50,80,0,0.058,0,0,1,126.4,0,0.0,15.3
50,81,0,0.006,0,0,1,125.2,0,0.0,15.3
50,82,0,0.043,0,1,0,123.0,0,0.0,15.3
50,83,0,0.216,0,0,0,121.9,0,0.0,15.3
50,84,0,0.105,0,0,1,114.0,1,0.1667,15.3
50,85,0,0.109,0,0,1,113.3,1,0.1667,15.3
