fips,policy_num,state,abbrev,stateno1,year_adopted,state_pol_id,year,adopt_policy,fem_dem,religadhrate,norrander_legality,initdif,uni_dem_leg,time,time2,nbrspct,webster,state_policy,dem_gov,rescaledmedincome,rescaledpopsize,policy_name
37,11,North_Carolina,NC,33,2011.0,1388,2006,0.0,0.152,0.5225116,2.69,0,1,28,784,0.25,1,1195,1,3.9797,0.8857,Ban Public Insurance
40,11,Oklahoma,OK,36,2007.0,1517,2006,0.0,0.098,0.6409196,2.68,4,0,28,784,0.6666667,1,1306,1,3.8838,0.3579,Ban Public Insurance
45,11,South_Carolina,SC,40,2010.0,1689,2006,0.0,0.039,0.58014995,2.8,0,0,28,784,0.0,1,1454,0,3.9617,0.4321,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2006,0.0,0.088,0.8063117,2.73,4,0,28,784,0.33333334,1,1602,0,5.4628,0.255,Ban Public Insurance
37,11,North_Carolina,NC,33,2011.0,1388,2007,0.0,0.164,0.51066124,2.69,0,1,29,841,0.25,1,1195,1,4.3513,0.9061032,Ban Public Insurance
40,11,Oklahoma,OK,36,2007.0,1517,2007,1.0,0.077,0.62906224,2.68,4,0,29,841,0.6666667,1,1306,1,4.3216,0.3617316,Ban Public Insurance
45,11,South_Carolina,SC,40,2010.0,1689,2007,0.0,0.043,0.5655572,2.8,0,0,29,841,0.0,1,1454,0,4.4213,0.4407709,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2007,0.0,0.071,0.8024985,2.73,4,0,29,841,0.33333334,1,1602,0,5.3529,0.264533,Ban Public Insurance
37,11,North_Carolina,NC,33,2011.0,1388,2008,0.0,0.168,0.4988108,2.69,0,1,30,900,0.25,1,1195,1,4.293,0.9222414,Ban Public Insurance
45,11,South_Carolina,SC,40,2010.0,1689,2008,0.0,0.043,0.5509644,2.8,0,0,30,900,0.0,1,1454,0,4.2155,0.44798,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2008,0.0,0.094,0.7986853,2.73,4,0,30,900,0.33333334,1,1602,0,6.2537,0.2736424,Ban Public Insurance
37,11,North_Carolina,NC,33,2011.0,1388,2009,0.0,0.148,0.4869604,2.69,0,1,31,961,0.25,1,1195,1,4.1906,0.9222414,Ban Public Insurance
45,11,South_Carolina,SC,40,2010.0,1689,2009,0.0,0.036,0.53637165,2.8,0,0,31,961,0.0,1,1454,0,4.1101,0.44798,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2009,0.0,0.142,0.7948721,2.73,4,0,31,961,0.33333334,1,1602,0,5.8491,0.2736424,Ban Public Insurance
37,11,North_Carolina,NC,33,2011.0,1388,2010,0.0,0.148,0.47511,2.69,0,1,32,1024,0.5,1,1195,1,4.3753,0.9535483,Ban Public Insurance
45,11,South_Carolina,SC,40,2010.0,1689,2010,1.0,0.032,0.5217789,2.8,0,0,32,1024,0.0,1,1454,0,4.1709,0.4625364,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2010,0.0,0.142,0.7910589,2.73,4,0,32,1024,0.33333334,1,1602,0,5.6787,0.2763885,Ban Public Insurance
37,11,North_Carolina,NC,33,2011.0,1388,2011,1.0,0.148,0.4632596,2.69,0,0,33,1089,0.5,1,1195,1,4.3753,0.9848552,Ban Public Insurance
49,11,Utah,UT,44,2011.0,1861,2011,1.0,0.142,0.7872457,2.73,4,0,33,1089,0.33333334,1,1602,0,5.6787,0.2791346,Ban Public Insurance
1,12,Alabama,AL,1,2013.0,13,2001,0.0,0.057,0.7322826,2.8,0,1,0,0,0.0,1,12,1,3.516,0.44678706,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2001,0.0,0.183,0.44514954,2.28,4,0,0,0,0.0,1,86,0,4.2704,0.52839327,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2001,0.0,0.095,0.4969218,2.73,0,0,0,0,0.0,1,493,1,4.0379,0.6119756,Rest. Medical Abortions
19,12,Iowa,IA,15,2001.0,615,2001,1.0,0.09,0.6419382,2.66,0,0,0,0,0.0,1,530,1,4.0976,0.2933356,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2001,0.0,0.114,0.56189144,2.83,0,0,0,0,0.0,1,567,0,4.1415,0.2700189,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2001,0.0,0.105,0.8243745,3.02,0,1,0,0,0.0,1,641,0,3.3322,0.44806746,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2001,0.0,0.108,0.50493354,2.7,5,0,0,0,0.0,1,789,0,4.5047,0.9981988,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2001,0.0,0.107,0.7954514,3.15,2,1,0,0,0.0,1,863,1,3.0161,0.2859235,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2001,0.0,0.091,0.6071226,2.78,4,0,0,0,0.125,1,900,1,4.1339,0.5635063,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2001,0.0,0.102,0.6564435,2.72,3,0,0,0,0.16666667,1,974,0,4.3611,0.17202507,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2001,0.0,0.098,0.5817636,2.69,0,1,0,0,0.0,1,1196,1,3.8162,0.817229,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2001,0.0,0.061,0.79610014,2.95,6,0,0,0,0.0,1,1233,0,3.5793,0.06402415,Rest. Medical Abortions
39,12,Ohio,OH,35,2003.0,1475,2001,0.0,0.111,0.52956086,2.78,5,0,0,0,0.0,1,1270,0,4.1785,1.1379608,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2001,0.0,0.051,0.7002067,2.68,4,1,0,0,0.0,1,1307,0,3.5609,0.3468879,Rest. Medical Abortions
46,12,South_Dakota,SD,41,2002.0,1733,2001,0.0,0.029,0.73516256,2.89,5,0,0,0,0.16666667,1,1492,0,3.9671,0.07588538,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2001,0.0,0.116,0.6299815,2.85,0,1,0,0,0.0,1,1529,0,3.5783,0.5742203,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2001,0.0,0.086,0.6602639,2.68,0,0,0,0,0.0,1,1566,0,4.086,2.126137,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2001,0.0,0.096,0.6782885,2.83,0,0,0,0,0.25,1,1788,0,4.5346,0.5400013,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2002,0.0,0.057,0.7208323,2.8,0,1,1,1,0.0,1,12,1,3.7603,0.4488641,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2002,0.0,0.183,0.43705836,2.28,4,0,1,1,0.0,1,86,0,3.9734,0.5437233,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2002,0.0,0.095,0.4909615,2.73,0,0,1,1,0.0,1,493,1,4.1047,0.6159027,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2002,0.0,0.11,0.55571115,2.83,0,0,1,1,0.0,1,567,0,4.2619,0.271196,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2002,0.0,0.1,0.8001028,3.02,0,1,1,1,0.0,1,641,0,3.4008,0.4492373,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2002,0.0,0.108,0.49565637,2.7,5,0,1,1,0.0,1,789,0,4.2715,1.0025532,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2002,0.0,0.107,0.77233124,3.15,2,1,1,1,0.0,1,863,1,3.0882,0.2873812,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2002,0.0,0.106,0.5944112,2.78,4,0,1,1,0.125,1,900,1,4.2776,0.5674915,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2002,0.0,0.102,0.6453486,2.72,3,0,1,1,0.33333334,1,974,0,4.2796,0.17292385,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2002,0.0,0.108,0.56991327,2.69,0,1,1,1,0.0,1,1196,1,3.6515,0.8295267,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2002,0.0,0.061,0.7822246,2.95,6,0,1,1,0.33333334,1,1233,0,3.62,0.0638283,Rest. Medical Abortions
39,12,Ohio,OH,35,2003.0,1475,2002,0.0,0.101,0.51956743,2.78,5,0,1,1,0.0,1,1270,0,4.2684,1.1406076,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2002,0.0,0.051,0.68834925,2.68,4,1,1,1,0.0,1,1307,0,3.6458,0.34871036,Rest. Medical Abortions
46,12,South_Dakota,SD,41,2002.0,1733,2002,1.0,0.029,0.71855104,2.89,5,0,1,1,0.16666667,1,1492,0,3.7873,0.07628635,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2002,0.0,0.056,0.62165457,2.85,0,1,1,1,0.0,1,1529,0,3.703,0.57951224,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2002,0.0,0.086,0.64873886,2.68,0,0,1,1,0.0,1,1566,0,4.0149,2.167092,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2002,0.0,0.096,0.6624631,2.83,0,0,1,1,0.25,1,1788,0,4.5903,0.5436351,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2003,0.0,0.071,0.709382,2.8,0,1,2,4,0.0,1,12,0,3.7255,0.45094115,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2003,0.0,0.117,0.42896718,2.28,4,0,2,4,0.0,1,86,1,4.1166,0.55905336,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2003,0.0,0.105,0.48500115,2.73,0,0,2,4,0.25,1,493,1,4.2425,0.6198298,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2003,0.0,0.102,0.54953086,2.83,0,0,2,4,0.0,1,567,1,4.4232,0.2723731,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2003,0.0,0.1,0.77583104,3.02,0,1,2,4,0.0,1,641,0,3.3507,0.45040715,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2003,0.0,0.134,0.48637918,2.7,5,0,2,4,0.25,1,789,1,4.5022,1.0069076,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2003,0.0,0.097,0.7492111,3.15,2,1,2,4,0.0,1,863,1,3.2728,0.2888389,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2003,0.0,0.132,0.5816998,2.78,4,0,2,4,0.125,1,900,1,4.3762,0.5714766,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2003,0.0,0.092,0.6342538,2.72,3,0,2,4,0.33333334,1,974,0,4.3974,0.17382263,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2003,0.0,0.121,0.55806285,2.69,0,0,2,4,0.0,1,1196,1,3.7279,0.8418244,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2003,0.0,0.057,0.768349,2.95,6,0,2,4,0.33333334,1,1233,0,4.041,0.06363245,Rest. Medical Abortions
39,12,Ohio,OH,35,2003.0,1475,2003,1.0,0.106,0.509574,2.78,5,0,2,4,0.0,1,1270,0,4.352,1.1432543,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2003,0.0,0.082,0.67649186,2.68,4,1,2,4,0.0,1,1307,1,3.5902,0.35053283,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2003,0.0,0.121,0.6133276,2.85,0,1,2,4,0.0,1,1529,1,3.7523,0.5848042,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2003,0.0,0.069,0.6372139,2.68,0,0,2,4,0.0,1,1566,0,3.9271,2.2080472,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2003,0.0,0.106,0.64663774,2.83,0,0,2,4,0.25,1,1788,1,4.6269,0.5472688,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2004,0.0,0.071,0.6979317,2.8,0,1,3,9,0.0,1,12,0,3.6629,0.4530182,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2004,0.0,0.108,0.420876,2.28,4,0,3,9,0.0,1,86,1,4.3846,0.5743834,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2004,0.0,0.105,0.47904083,2.73,0,0,3,9,0.25,1,493,1,4.2329,0.6237569,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2004,0.0,0.106,0.5433506,2.83,0,0,3,9,0.0,1,567,1,4.1066,0.2735502,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2004,0.0,0.126,0.7515593,3.02,0,1,3,9,0.0,1,641,1,3.6429,0.451577,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2004,0.0,0.134,0.477102,2.7,5,0,3,9,0.25,1,789,1,4.2256,1.011262,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2004,0.0,0.092,0.7260909,3.15,2,1,3,9,0.0,1,863,0,3.4755,0.2902966,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2004,0.0,0.132,0.5689884,2.78,4,0,3,9,0.125,1,900,1,4.2137,0.5754618,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2004,0.0,0.092,0.623159,2.72,3,0,3,9,0.33333334,1,974,0,4.3786,0.1747214,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2004,0.0,0.125,0.54621243,2.69,0,0,3,9,0.0,1,1196,1,4.0238,0.8541221,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2004,0.0,0.057,0.75447345,2.95,6,0,3,9,0.33333334,1,1233,0,3.922,0.0634366,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2004,0.0,0.087,0.66463447,2.68,4,1,3,9,0.0,1,1307,1,3.9614,0.3523553,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2004,0.0,0.121,0.6050006,2.85,0,1,3,9,0.0,1,1529,1,3.8072,0.5900962,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2004,0.0,0.069,0.62568885,2.68,0,0,3,9,0.0,1,1566,0,4.1397,2.2490022,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2004,0.0,0.111,0.63081235,2.83,0,0,3,9,0.25,1,1788,1,4.5732,0.5509026,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2005,0.0,0.076,0.6864814,2.8,0,1,4,16,0.0,1,12,0,3.715,0.4564591,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2005,0.0,0.133,0.4127848,2.28,4,0,4,16,0.0,1,86,1,4.5245,0.5954917,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2005,0.0,0.095,0.47308052,2.73,0,0,4,16,0.25,1,493,0,4.2437,0.62757844,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2005,0.0,0.122,0.5371703,2.83,0,0,4,16,0.0,1,567,1,4.2027,0.2749751,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2005,0.0,0.126,0.7272876,3.02,0,1,4,16,0.0,1,641,1,3.7236,0.4401885,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2005,0.0,0.125,0.46782482,2.7,5,0,4,16,0.25,1,789,1,4.5933,1.010431,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2005,0.0,0.092,0.7029708,3.15,2,1,4,16,0.0,1,863,0,3.2875,0.2906983,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2005,0.0,0.139,0.556277,2.78,4,0,4,16,0.125,1,900,0,4.2986,0.5798809,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2005,0.0,0.122,0.6120641,2.72,3,0,4,16,0.33333334,1,974,0,4.7923,0.1757607,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2005,0.0,0.162,0.534362,2.69,0,1,4,16,0.0,1,1196,1,4.2056,0.869911,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2005,0.0,0.061,0.74059784,2.95,6,0,4,16,0.33333334,1,1233,0,4.2192,0.0635183,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2005,0.0,0.087,0.652777,2.68,4,0,4,16,0.0,1,1307,1,3.7645,0.35512766,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2005,0.0,0.131,0.59667367,2.85,0,0,4,16,0.0,1,1529,1,3.9406,0.5969981,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2005,0.0,0.079,0.6141639,2.68,0,0,4,16,0.0,1,1566,0,4.1422,2.2999012,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2005,0.0,0.106,0.61498696,2.83,0,0,4,16,0.25,1,1788,1,4.465,0.5533013,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2006,0.0,0.081,0.6750311,2.8,0,1,5,25,0.0,1,12,0,3.7952,0.4599,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2006,0.0,0.15,0.40469363,2.28,4,0,5,25,0.0,1,86,1,4.6657,0.6166,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2006,0.0,0.1,0.4671202,2.73,0,0,5,25,0.25,1,493,0,4.5407,0.6314,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2006,0.0,0.122,0.53099,2.83,0,0,5,25,0.0,1,567,1,4.5552,0.2764,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2006,0.0,0.126,0.7030158,3.02,0,1,5,25,0.0,1,641,1,3.6488,0.4288,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2006,0.0,0.138,0.45854762,2.7,5,0,5,25,0.25,1,789,1,4.8647,1.0096,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2006,0.0,0.096,0.67985064,3.15,2,1,5,25,0.0,1,863,0,3.4733,0.2911,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2006,0.0,0.139,0.5435656,2.78,4,0,5,25,0.125,1,900,0,4.4579,0.5843,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2006,0.0,0.122,0.6009693,2.72,3,0,5,25,0.33333334,1,974,0,4.8145,0.1768,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2006,0.0,0.152,0.5225116,2.69,0,1,5,25,0.0,1,1196,1,3.9797,0.8857,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2006,0.0,0.057,0.7267223,2.95,6,0,5,25,0.33333334,1,1233,0,4.1047,0.0636,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2006,0.0,0.098,0.6409196,2.68,4,0,5,25,0.0,1,1307,1,3.8838,0.3579,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2006,0.0,0.101,0.5883467,2.85,0,0,5,25,0.0,1,1529,1,4.0693,0.6039,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2006,0.0,0.079,0.6026389,2.68,0,0,5,25,0.0,1,1566,0,4.3307,2.3508,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2006,0.0,0.106,0.59916157,2.83,0,0,5,25,0.25,1,1788,1,5.1692,0.5557,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2007,0.0,0.095,0.66358083,2.8,0,1,6,36,0.0,1,12,0,4.2212,0.46619,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2007,0.0,0.208,0.39660245,2.28,4,0,6,36,0.0,1,86,1,4.7215,0.6338755,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2007,0.0,0.115,0.46115986,2.73,0,0,6,36,0.25,1,493,0,4.7453,0.6345289,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2007,0.0,0.126,0.5248097,2.83,0,0,6,36,0.0,1,567,1,4.8497,0.2775997,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2007,0.0,0.126,0.6787441,3.02,0,1,6,36,0.0,1,641,1,4.1313,0.4293204,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2007,0.0,0.152,0.44927046,2.7,5,0,6,36,0.25,1,789,1,4.937,1.0071822,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2007,0.0,0.1,0.6567305,3.15,2,0,6,36,0.0,1,863,0,3.7279,0.2918785,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2007,0.0,0.141,0.5308542,2.78,4,0,6,36,0.125,1,900,0,4.6005,0.5878415,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2007,0.0,0.092,0.5898745,2.72,3,0,6,36,0.33333334,1,974,0,4.9174,0.1774571,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2007,0.0,0.164,0.51066124,2.69,0,1,6,36,0.0,1,1196,1,4.3513,0.9061032,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2007,0.0,0.071,0.7128467,2.95,6,0,6,36,0.33333334,1,1233,0,4.7205,0.0639715,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2007,0.0,0.077,0.62906224,2.68,4,0,6,36,0.0,1,1307,1,4.3216,0.3617316,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2007,0.0,0.121,0.5800198,2.85,0,0,6,36,0.0,1,1529,1,4.1195,0.6156719,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2007,0.0,0.092,0.59111387,2.68,0,0,6,36,0.0,1,1566,0,4.6053,2.390438,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2007,0.0,0.126,0.5833362,2.83,0,0,6,36,0.25,1,1788,1,5.1277,0.560164,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2008,0.0,0.095,0.6521306,2.8,0,1,7,49,0.0,1,12,0,4.4476,0.4627851,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2008,0.0,0.208,0.38851127,2.28,4,0,7,49,0.0,1,86,1,4.6914,0.650018,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2008,0.0,0.11,0.45519954,2.73,0,0,7,49,0.25,1,493,0,4.652,0.6376792,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2008,0.0,0.126,0.51862943,2.83,0,0,7,49,0.0,1,567,1,4.7877,0.2802134,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2008,0.0,0.125,0.65447235,3.02,0,1,7,49,0.0,1,641,0,3.9563,0.4410796,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2008,0.0,0.152,0.43999326,2.7,5,0,7,49,0.25,1,789,1,4.9788,1.0003422,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2008,0.0,0.099,0.6336103,3.15,2,1,7,49,0.0,1,863,0,3.6446,0.2938618,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2008,0.0,0.144,0.5181428,2.78,4,0,7,49,0.125,1,900,0,4.6038,0.5911605,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2008,0.0,0.092,0.57877964,2.72,3,0,7,49,0.33333334,1,974,0,5.0728,0.1783432,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2008,0.0,0.168,0.4988108,2.69,0,1,7,49,0.0,1,1196,1,4.293,0.9222414,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2008,0.0,0.071,0.69897115,2.95,6,0,7,49,0.33333334,1,1233,0,4.9631,0.0641481,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2008,0.0,0.077,0.61720484,2.68,4,0,7,49,0.0,1,1307,1,4.6111,0.3642361,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2008,0.0,0.126,0.5716928,2.85,0,0,7,49,0.0,1,1529,1,3.9702,0.6214888,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2008,0.0,0.092,0.5795889,2.68,0,0,7,49,0.0,1,1566,0,4.649,2.4326973,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2008,0.0,0.126,0.5675108,2.83,0,0,7,49,0.25,1,1788,1,5.12,0.5627967,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2009,0.0,0.105,0.6406803,2.8,0,1,8,64,0.0,1,12,0,3.998,0.4627851,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2009,0.0,0.192,0.3804201,2.28,4,0,8,64,0.0,1,86,0,4.5739,0.650018,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2009,0.0,0.125,0.44923922,2.73,0,0,8,64,0.25,1,493,0,4.4305,0.6376792,Rest. Medical Abortions
20,12,Kansas,KS,16,2011.0,658,2009,0.0,0.143,0.51244915,2.83,0,0,8,64,0.0,1,567,1,4.4717,0.2802134,Rest. Medical Abortions
22,12,Louisiana,LA,18,2013.0,744,2009,0.0,0.129,0.6302006,3.02,0,1,8,64,0.0,1,641,0,4.5433,0.4410796,Rest. Medical Abortions
26,12,Michigan,MI,22,2012.0,916,2009,0.0,0.179,0.43071607,2.7,5,0,8,64,0.25,1,789,1,4.5994,1.0003422,Rest. Medical Abortions
28,12,Mississippi,MS,24,2013.0,1002,2009,0.0,0.099,0.61049014,3.15,2,1,8,64,0.0,1,863,0,3.5078,0.2938618,Rest. Medical Abortions
29,12,Missouri,MO,25,2013.0,1045,2009,0.0,0.15,0.5054314,2.78,4,0,8,64,0.125,1,900,1,4.8769,0.5911605,Rest. Medical Abortions
31,12,Nebraska,NE,27,2011.0,1131,2009,0.0,0.102,0.5676848,2.72,3,0,8,64,0.33333334,1,974,0,4.9595,0.1783432,Rest. Medical Abortions
37,12,North_Carolina,NC,33,2013.0,1389,2009,0.0,0.148,0.4869604,2.69,0,1,8,64,0.0,1,1196,1,4.1906,0.9222414,Rest. Medical Abortions
38,12,North_Dakota,ND,34,2013.0,1432,2009,0.0,0.076,0.68509555,2.95,6,0,8,64,0.33333334,1,1233,0,5.0075,0.0641481,Rest. Medical Abortions
40,12,Oklahoma,OK,36,2012.0,1518,2009,0.0,0.067,0.6053474,2.68,4,0,8,64,0.0,1,1307,1,4.5878,0.3642361,Rest. Medical Abortions
47,12,Tennessee,TN,42,2011.0,1776,2009,0.0,0.116,0.5633659,2.85,0,0,8,64,0.0,1,1529,1,4.0517,0.6214888,Rest. Medical Abortions
48,12,Texas,TX,43,2013.0,1819,2009,0.0,0.128,0.5680639,2.68,0,0,8,64,0.0,1,1566,0,4.7475,2.4326973,Rest. Medical Abortions
55,12,Wisconsin,WI,49,2011.0,2077,2009,0.0,0.141,0.5516854,2.83,0,1,8,64,0.25,1,1788,1,5.1237,0.5627967,Rest. Medical Abortions
1,12,Alabama,AL,1,2013.0,13,2010,0.0,0.105,0.62923,2.8,0,1,9,81,0.0,1,12,0,4.0976,0.4779736,Rest. Medical Abortions
4,12,Arizona,AZ,3,2011.0,99,2010,0.0,0.192,0.37232888,2.28,4,0,9,81,0.0,1,86,0,4.7279,0.6329017,Rest. Medical Abortions
18,12,Indiana,IN,14,2013.0,572,2010,0.0,0.125,0.44327888,2.73,0,0,9,81,0.25,1,493,0,4.6322,0.6483802,Rest. Medical Abortions
