fips,policy_num,state,abbrev,stateno1,year_adopted,state_pol_id,year,adopt_policy,fem_dem,religadhrate,norrander_legality,initdif,uni_dem_leg,time,time2,nbrspct,webster,state_policy,dem_gov,rescaledmedincome,rescaledpopsize,policy_name
44,22,Rhode_Island,RI,39,2007.0,1659,1977,0.0,0.073,0.75471497,2.35,0,1,4,16,1.0,0,1428,1,1.5214,0.09485169,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1977,0.0,0.059,0.5170672,2.8,0,1,4,16,0.5,0,1465,0,1.4601,0.29604548,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1977,0.0,0.023,0.5302757,2.85,0,1,4,16,0.375,0,1539,1,1.1815,0.4390949,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1977,0.0,0.061,0.5514845,2.68,0,1,4,16,0.0,0,1576,1,1.264,1.3318619,Targeted Regltn of Ab. Prov. - Hospitalization
49,22,Utah,UT,44,1981.0,1874,1977,0.0,0.058,0.7770793,2.73,4,0,4,16,0.33333334,0,1613,1,1.4874,0.1340482,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1977,0.0,0.15,0.491216,2.3,0,0,4,16,0.6666667,0,1650,0,1.5833,0.04918196,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1978,0.0,0.026,0.5234593,2.93,5,1,5,25,0.2857143,0,133,1,1.1528,0.2212659,Targeted Regltn of Ab. Prov. - Hospitalization
13,22,Georgia,GA,10,1980.0,412,1978,0.0,0.055,0.46865514,2.83,0,1,5,25,0.2,0,355,1,1.3924,0.5289115,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1978,0.0,0.133,0.55132014,2.54,3,1,5,25,0.6666667,0,466,0,1.4505,1.1357995,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1978,0.0,0.076,0.5330022,2.83,0,0,5,25,0.5,0,577,0,1.5907,0.23402143,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1978,0.0,0.062,0.542946,3.27,0,1,5,25,0.5,0,614,1,1.5484,0.35726622,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1978,0.0,0.014,0.5786453,3.02,0,1,5,25,0.0,0,651,1,1.3222,0.4091036,Targeted Regltn of Ab. Prov. - Hospitalization
26,22,Michigan,MI,22,1978.0,928,1978,1.0,0.068,0.4331508,2.7,5,1,5,25,1.0,0,799,0,1.6774,0.9182217,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1978,0.0,0.011,0.5424816,3.15,2,1,5,25,0.0,0,873,1,1.686,0.24593826,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1978,0.0,0.051,0.62650156,2.72,3,0,5,25,0.33333334,0,984,1,1.4622,0.09359582,Targeted Regltn of Ab. Prov. - Hospitalization
34,22,New_Jersey,NJ,30,1978.0,1272,1978,1.0,0.104,0.5352262,2.31,0,1,5,25,0.25,0,1095,1,1.6177,0.7324833,Targeted Regltn of Ab. Prov. - Hospitalization
40,22,Oklahoma,OK,36,1978.0,1530,1978,1.0,0.044,0.57405674,2.68,4,1,5,25,0.16666667,0,1317,1,1.6907,0.29326504,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1978,0.0,0.043,0.6060531,2.85,0,1,5,25,0.5,0,1391,1,1.5932,1.1852382,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1978,0.0,0.08,0.7549746,2.35,0,1,5,25,1.0,0,1428,1,1.6047,0.09483446,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1978,0.0,0.056,0.51611054,2.8,0,1,5,25,0.5,0,1465,0,1.5349,0.30133033,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1978,0.0,0.027,0.5344742,2.85,0,1,5,25,0.375,0,1539,1,1.2485,0.4457633,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1978,0.0,0.064,0.54995686,2.68,0,1,5,25,0.25,0,1576,1,1.3391,1.3621746,Targeted Regltn of Ab. Prov. - Hospitalization
49,22,Utah,UT,44,1981.0,1874,1978,0.0,0.048,0.7686917,2.73,4,0,5,25,0.33333334,0,1613,1,1.5791,0.13806546,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1978,0.0,0.169,0.48697624,2.3,0,0,5,25,0.6666667,0,1650,0,1.6752,0.04985464,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1979,0.0,0.03,0.53167003,2.93,5,1,6,36,0.2857143,0,133,1,1.2214,0.22488295,Targeted Regltn of Ab. Prov. - Hospitalization
13,22,Georgia,GA,10,1980.0,412,1979,0.0,0.064,0.46954948,2.83,0,1,6,36,0.2,0,355,1,1.4675,0.5376558,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1979,0.0,0.147,0.55121887,2.54,3,1,6,36,0.6666667,0,466,0,1.5285,1.1388499,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1979,0.0,0.085,0.53370494,2.83,0,0,6,36,0.5,0,577,1,1.6799,0.2351607,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1979,0.0,0.065,0.5422939,3.27,0,1,6,36,0.5,0,614,1,1.6362,0.3616831,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1979,0.0,0.014,0.57618856,3.02,0,1,6,36,0.0,0,651,1,1.3965,0.4147018,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1979,0.0,0.011,0.54644316,3.15,2,1,6,36,0.0,0,873,1,1.7761,0.24896912,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1979,0.0,0.061,0.6293061,2.72,3,0,6,36,0.33333334,0,984,0,1.542,0.086747915,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1979,0.0,0.043,0.60780984,2.85,0,0,6,36,0.5,0,1391,0,1.678,1.1859691,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1979,0.0,0.087,0.7552342,2.35,0,1,6,36,1.0,0,1428,1,1.688,0.09481723,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1979,0.0,0.053,0.5151538,2.8,0,1,6,36,0.5,0,1465,1,1.6097,0.30661514,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1979,0.0,0.03,0.53867275,2.85,0,1,6,36,0.375,0,1539,0,1.3156,0.45243165,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1979,0.0,0.066,0.5484292,2.68,0,1,6,36,0.25,0,1576,0,1.4142,1.3924873,Targeted Regltn of Ab. Prov. - Hospitalization
49,22,Utah,UT,44,1981.0,1874,1979,0.0,0.038,0.76030415,2.73,4,0,6,36,0.33333334,0,1613,1,1.6708,0.14208272,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1979,0.0,0.189,0.48273647,2.3,0,0,6,36,0.6666667,0,1650,0,1.7671,0.05052732,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1980,0.0,0.027,0.5398808,2.93,5,1,7,49,0.2857143,0,133,1,1.2906,0.2285,Targeted Regltn of Ab. Prov. - Hospitalization
13,22,Georgia,GA,10,1980.0,412,1980,1.0,0.057,0.47044381,2.83,0,1,7,49,0.2,0,355,1,1.5737,0.5464,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1980,0.0,0.096,0.5511176,2.54,3,1,7,49,0.6666667,0,466,0,1.6978,1.1419,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1980,0.0,0.073,0.5344076,2.83,0,0,7,49,0.5,0,577,1,1.8365,0.2363,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1980,0.0,0.063,0.54164183,3.27,0,1,7,49,0.5,0,614,1,1.6626,0.3661,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1980,0.0,0.012,0.5737319,3.02,0,1,7,49,0.0,0,651,0,1.4962,0.4203,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1980,0.0,0.01,0.5504047,3.15,2,1,7,49,0.0,0,873,1,1.7295,0.252,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1980,0.0,0.056,0.6321106,2.72,3,0,7,49,0.33333334,0,984,0,1.6615,0.0799,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1980,0.0,0.029,0.60956657,2.85,0,0,7,49,0.5,0,1391,0,1.7493,1.1867,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1980,0.0,0.083,0.7554938,2.35,0,1,7,49,1.0,0,1428,1,1.7826,0.0948,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1980,0.0,0.048,0.5141972,2.8,0,1,7,49,1.0,0,1465,1,1.6939,0.3119,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1980,0.0,0.028,0.54287124,2.85,0,1,7,49,0.5,0,1539,0,1.3881,0.4591,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1980,0.0,0.05,0.5469016,2.68,0,1,7,49,0.25,0,1576,0,1.5918,1.4228,Targeted Regltn of Ab. Prov. - Hospitalization
49,22,Utah,UT,44,1981.0,1874,1980,0.0,0.038,0.75191665,2.73,4,0,7,49,0.33333334,0,1613,1,1.7978,0.1461,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1980,0.0,0.153,0.47849667,2.3,0,0,7,49,0.6666667,0,1650,0,1.8652,0.0512,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1981,0.0,0.024,0.5465205,2.93,5,1,8,64,0.2857143,0,133,0,1.3598,0.22915725,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1981,0.0,0.045,0.5559189,2.54,3,0,8,64,0.6666667,0,466,0,1.8672,1.142016,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1981,0.0,0.061,0.5356436,2.83,0,0,8,64,0.5,0,577,1,1.9931,0.23744576,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1981,0.0,0.061,0.54792726,3.27,0,1,8,64,0.5,0,614,1,1.6889,0.36634296,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1981,0.0,0.01,0.5868665,3.02,0,1,8,64,0.0,0,651,0,1.5959,0.42046976,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1981,0.0,0.008,0.5655507,3.15,2,1,8,64,0.0,0,873,1,1.6829,0.25253215,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1981,0.0,0.051,0.6326718,2.72,3,0,8,64,0.33333334,0,984,0,1.7811,0.08769385,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1981,0.0,0.015,0.609971,2.85,0,0,8,64,0.5,0,1391,0,1.8206,1.1868464,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1981,0.0,0.08,0.75667506,2.35,0,1,8,64,1.0,0,1428,1,1.8773,0.09535464,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1981,0.0,0.043,0.5246648,2.8,0,1,8,64,1.0,0,1465,1,1.7782,0.31557703,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1981,0.0,0.025,0.54978573,2.85,0,1,8,64,0.5,0,1539,0,1.4606,0.46196184,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1981,0.0,0.033,0.5563588,2.68,0,1,8,64,0.25,0,1576,0,1.7695,1.4503851,Targeted Regltn of Ab. Prov. - Hospitalization
49,22,Utah,UT,44,1981.0,1874,1981,1.0,0.037,0.7564822,2.73,4,0,8,64,0.33333334,0,1613,1,1.9248,0.1487185,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1981,0.0,0.117,0.47271785,2.3,0,0,8,64,0.6666667,0,1650,0,1.9634,0.05170758,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1982,0.0,0.029,0.5531602,2.93,5,1,9,81,0.2857143,0,133,0,1.429,0.2298145,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1982,0.0,0.052,0.56072015,2.54,3,0,9,81,0.6666667,0,466,0,2.0365,1.142132,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1982,0.0,0.063,0.5368796,2.83,0,0,9,81,0.5,0,577,1,2.1497,0.23859148,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1982,0.0,0.061,0.5542127,3.27,0,1,9,81,0.5,0,614,1,1.7153,0.3665859,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1982,0.0,0.012,0.6000011,3.02,0,1,9,81,0.0,0,651,0,1.6955,0.42063946,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1982,0.0,0.01,0.58069664,3.15,2,1,9,81,0.0,0,873,1,1.6362,0.25306433,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1982,0.0,0.056,0.633233,2.72,3,0,9,81,0.33333334,0,984,0,1.9006,0.0954877,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1982,0.0,0.015,0.61037534,2.85,0,0,9,81,0.5,0,1391,0,1.892,1.1869929,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1982,0.0,0.085,0.75785625,2.35,0,1,9,81,1.0,0,1428,1,1.9719,0.09590928,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1982,0.0,0.051,0.5351324,2.8,0,1,9,81,1.0,0,1465,1,1.8624,0.31925404,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1982,0.0,0.028,0.5567002,2.85,0,1,9,81,0.5,0,1539,0,1.5332,0.4648237,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1982,0.0,0.032,0.56581604,2.68,0,1,9,81,0.25,0,1576,0,1.9471,1.4779702,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1982,0.0,0.11,0.46693903,2.3,0,0,9,81,0.6666667,0,1650,0,2.0615,0.05221516,Targeted Regltn of Ab. Prov. - Hospitalization
5,22,Arkansas,AR,4,1983.0,154,1983,1.0,0.034,0.55979985,2.93,5,1,10,100,0.42857143,0,133,1,1.4982,0.23047175,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1983,0.0,0.059,0.5655215,2.54,3,1,10,100,0.6666667,0,466,0,2.2059,1.1422482,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1983,0.0,0.065,0.53811556,2.83,0,0,10,100,0.5,0,577,1,2.3063,0.23973723,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1983,0.0,0.061,0.5604981,3.27,0,1,10,100,0.625,0,614,1,1.7416,0.3668289,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1983,0.0,0.014,0.61313564,3.02,0,1,10,100,0.6666667,0,651,0,1.7952,0.4208092,Targeted Regltn of Ab. Prov. - Hospitalization
28,22,Mississippi,MS,24,1983.0,1014,1983,1.0,0.012,0.59584266,3.15,2,1,10,100,0.25,0,873,1,1.5896,0.25359648,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1983,0.0,0.061,0.63379425,2.72,3,0,10,100,0.33333334,0,984,1,2.0202,0.10328155,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1983,0.0,0.015,0.6107797,2.85,0,0,10,100,0.5,0,1391,0,1.9633,1.1871393,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1983,0.0,0.09,0.7590375,2.35,0,1,10,100,1.0,0,1428,1,2.0666,0.09646392,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1983,0.0,0.058,0.54560006,2.8,0,1,10,100,1.0,0,1465,1,1.9467,0.3229311,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1983,0.0,0.03,0.5636147,2.85,0,1,10,100,0.75,0,1539,0,1.6057,0.46768555,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1983,0.0,0.03,0.5752732,2.68,0,1,10,100,0.5,0,1576,1,2.1248,1.5055553,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1983,0.0,0.103,0.46116018,2.3,0,0,10,100,0.6666667,0,1650,0,2.1597,0.052722737,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1984,0.0,0.064,0.57032275,2.54,3,1,11,121,0.6666667,0,466,0,2.3752,1.1423641,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1984,0.0,0.065,0.5393516,2.83,0,0,11,121,0.5,0,577,1,2.4629,0.24088295,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1984,0.0,0.061,0.56678355,3.27,0,1,11,121,0.625,0,614,1,1.768,0.36707184,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1984,0.0,0.024,0.62627023,3.02,0,1,11,121,0.6666667,0,651,1,1.8949,0.4209789,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1984,0.0,0.061,0.6343554,2.72,3,0,11,121,0.33333334,0,984,1,2.1397,0.1110754,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1984,0.0,0.015,0.61118406,2.85,0,0,11,121,0.5,0,1391,0,2.0346,1.1872857,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1984,0.0,0.06,0.76021874,2.35,0,1,11,121,1.0,0,1428,1,2.1612,0.09701856,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1984,0.0,0.058,0.5560677,2.8,0,1,11,121,1.0,0,1465,1,2.0309,0.32660812,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1984,0.0,0.03,0.5705292,2.85,0,1,11,121,0.75,0,1539,0,1.6782,0.4705474,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1984,0.0,0.03,0.58473045,2.68,0,1,11,121,0.5,0,1576,1,2.3024,1.5331404,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1984,0.0,0.1,0.45538136,2.3,0,0,11,121,0.6666667,0,1650,0,2.2578,0.05323032,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1985,0.0,0.068,0.575124,2.54,3,1,12,144,0.6666667,0,466,0,2.487,1.1424801,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1985,0.0,0.069,0.54058754,2.83,0,0,12,144,0.5,0,577,1,2.2788,0.2420287,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1985,0.0,0.051,0.573069,3.27,0,1,12,144,0.625,0,614,1,1.7361,0.3673148,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1985,0.0,0.024,0.63940483,3.02,0,1,12,144,0.6666667,0,651,1,2.1179,0.42114866,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1985,0.0,0.082,0.63491666,2.72,3,0,12,144,0.33333334,0,984,1,2.1799,0.11886925,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1985,0.0,0.007,0.6115885,2.85,0,0,12,144,0.5,0,1391,0,2.2877,1.1874322,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1985,0.0,0.105,0.7613999,2.35,0,1,12,144,1.0,0,1428,0,2.4625,0.0975732,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1985,0.0,0.028,0.5665353,2.8,0,1,12,144,1.0,0,1465,1,2.0036,0.33028516,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1985,0.0,0.02,0.5774437,2.85,0,1,12,144,0.75,0,1539,0,1.7778,0.47340924,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1985,0.0,0.049,0.5941877,2.68,0,1,12,144,0.5,0,1576,1,2.3743,1.5607255,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1985,0.0,0.077,0.4496025,2.3,0,0,12,144,0.6666667,0,1650,1,2.6,0.0537379,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1986,0.0,0.068,0.5799253,2.54,3,1,13,169,0.6666667,0,466,0,2.6511,1.1425961,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1986,0.0,0.069,0.54182357,2.83,0,0,13,169,0.5,0,577,1,2.3926,0.24317445,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1986,0.0,0.051,0.5793544,3.27,0,1,13,169,0.625,0,614,1,1.9874,0.36755776,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1986,0.0,0.024,0.6525394,3.02,0,1,13,169,0.6666667,0,651,1,2.089,0.4213184,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1986,0.0,0.0,0.6354779,2.72,3,0,13,169,0.33333334,0,984,1,2.1772,0.1266631,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1986,0.0,0.027,0.61199284,2.85,0,0,13,169,0.5,0,1391,0,2.3807,1.1875786,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1986,0.0,0.085,0.76258117,2.35,0,1,13,169,1.0,0,1428,0,2.654,0.098127834,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1986,0.0,0.05,0.57700294,2.8,0,1,13,169,1.0,0,1465,1,2.1968,0.33396217,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1986,0.0,0.035,0.5843582,2.85,0,1,13,169,0.75,0,1539,0,1.8256,0.4762711,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1986,0.0,0.033,0.6036449,2.68,0,1,13,169,0.5,0,1576,1,2.4162,1.5883106,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1986,0.0,0.143,0.4438237,2.3,0,0,13,169,0.6666667,0,1650,1,2.4599,0.05424548,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1987,0.0,0.089,0.58472663,2.54,3,1,14,196,0.6666667,0,466,0,2.7084,1.1427121,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1987,0.0,0.073,0.5430595,2.83,0,0,14,196,0.5,0,577,0,2.5583,0.24432017,Targeted Regltn of Ab. Prov. - Hospitalization
21,22,Kentucky,KY,17,1998.0,713,1987,0.0,0.041,0.58563983,3.27,0,1,14,196,0.625,0,614,1,2.0673,0.3678007,Targeted Regltn of Ab. Prov. - Hospitalization
22,22,Louisiana,LA,18,2001.0,756,1987,0.0,0.029,0.665674,3.02,0,1,14,196,0.6666667,0,651,1,2.1349,0.4214881,Targeted Regltn of Ab. Prov. - Hospitalization
31,22,Nebraska,NE,27,2013.0,1143,1987,0.0,0.0,0.6360391,2.72,3,0,14,196,0.33333334,0,984,0,2.3268,0.13445695,Targeted Regltn of Ab. Prov. - Hospitalization
42,22,Pennsylvania,PA,38,2002.0,1616,1987,0.0,0.012,0.6123972,2.85,0,0,14,196,0.5,0,1391,1,2.5424,1.187725,Targeted Regltn of Ab. Prov. - Hospitalization
44,22,Rhode_Island,RI,39,2007.0,1659,1987,0.0,0.1,0.76376235,2.35,0,1,14,196,1.0,0,1428,0,2.8292,0.09868248,Targeted Regltn of Ab. Prov. - Hospitalization
45,22,South_Carolina,SC,40,1995.0,1702,1987,0.0,0.047,0.5874706,2.8,0,1,14,196,1.0,0,1465,0,2.5049,0.3376392,Targeted Regltn of Ab. Prov. - Hospitalization
47,22,Tennessee,TN,42,1989.0,1788,1987,0.0,0.025,0.59127265,2.85,0,1,14,196,0.75,0,1539,1,2.1179,0.47913295,Targeted Regltn of Ab. Prov. - Hospitalization
48,22,Texas,TX,43,2013.0,1831,1987,0.0,0.049,0.61310214,2.68,0,1,14,196,0.5,0,1576,0,2.4721,1.6158957,Targeted Regltn of Ab. Prov. - Hospitalization
50,22,Vermont,VT,45,2013.0,1917,1987,0.0,0.073,0.43804488,2.3,0,1,14,196,0.6666667,0,1650,1,2.5415,0.05475306,Targeted Regltn of Ab. Prov. - Hospitalization
17,22,Illinois,IL,13,2013.0,541,1988,0.0,0.089,0.5895279,2.54,3,1,15,225,0.6666667,0,466,0,2.9524,1.1428282,Targeted Regltn of Ab. Prov. - Hospitalization
20,22,Kansas,KS,16,2011.0,670,1988,0.0,0.073,0.54429555,2.83,0,0,15,225,0.5,0,577,0,2.5566,0.24546592,Targeted Regltn of Ab. Prov. - Hospitalization
