year,rf_ap_score
1989,0.04275431941113417
1990,0.037637186513592
1991,0.006842106759317562
1992,0.0327852572206536
1993,0.013167452530934078
1994,0.009417317277579287
1995,0.03853797088255529
1996,0.0918492498508186
1997,0.11841433913459311
1998,0.01482564889103939
1999,0.03125966766496245
2000,0.058516805460216266
2001,0.12027667802527713
2002,0.1132515646228033
2003,-0.0
2004,0.005328624632848653
2005,0.004094928652776848
