year,xgb_ap_score
1989,0.1025713935734367
1990,0.04276781958072843
1991,0.00639927151026278
1992,0.01621322108513891
1993,0.022762349196216676
1994,0.02888648356108781
1995,0.1658318162855084
1996,0.08627870584818019
1997,0.06149480719917872
1998,0.02928053963419022
1999,0.04409487064243005
2000,0.05138339127314715
2001,0.0994282233201092
2002,0.05210047002965383
2003,-0.0
2004,0.0062596304253830885
2005,0.0031855010239110436
