"state","year","adagovideology","citizenideology","medianivoteshare","partydecline","squirescore","incunemp","pctpercapincome","percenturban","ugovd","percentfossilprod","renergyprice11","deregulated","geoneighborlag","ideoneighborlag","premulation1","featureyear","intercept","event","billnum"
"Texas",1985,59.5999984741211,33.7000007629395,100,1,0.190999999642372,0.600000023841858,96.4000015258789,79.5999984741211,1,99.2054595947266,14.8000001907349,0,0,0,0,3,1,0,110
"Utah",1985,8.19999980926514,26.7000007629395,67.4199981689453,0,0.0820000022649765,-0.300000011920929,81.4800033569336,84.4000015258789,0,97.1371688842773,15.1300001144409,0,0,0,0,3,1,0,110
"Vermont",1985,73.6999969482422,63.5999984741211,42.7000007629395,0,0.129999995231628,-0.100000001490116,87.9100036621094,33.7999992370605,0,0,21.0799999237061,0,0,0,0,3,1,0,110
"Virginia",1985,42.7999992370605,27.2999992370605,99.4100036621094,0,0.164000004529953,0.300000011920929,104.419998168945,66,1,76.8283462524414,18.1000003814697,0,0,1,0,3,1,0,110
"Washington",1985,75.5,55,62.3400001525879,0,0.211999997496605,-0.899999976158142,99.879997253418,73.5,1,6.68837213516235,15.3599996566772,0,0,0,0,3,1,0,110
"West Virginia",1985,41.9000015258789,50.7000007629395,24.5400009155273,0,0.150000005960464,-1.29999995231628,74.129997253418,36.2000007629395,0,99.2970199584961,15.2200002670288,0,0,1,0,3,1,0,110
"Wisconsin",1985,76,52,65.4499969482422,1,0.248999997973442,-0.100000001490116,93.7300033569336,64.1999969482422,1,0,17.5599994659424,0,1,0,0,3,1,0,110
"Wyoming",1985,38.2999992370605,26.2999992370605,23.4300003051758,0,0.0750000029802322,0.800000011920929,96.5800018310547,62.7000007629395,0,99.5960540771484,14.1700000762939,0,0,1,0,3,1,0,110
"Alabama",1986,49.7999992370605,37.4000015258789,64.879997253418,0,0.158000007271767,-1.60000002384186,78.7600021362305,60,1,72.2653045654297,15.4099998474121,0,0,1,0,4,1,0,110
"Alaska",1986,69.5,51.0999984741211,62.3499984741211,0,0.310999989509583,-0.300000011920929,128.259994506836,64.3000030517578,0,99.7513122558594,11.9399995803833,0,0,0,0,4,1,0,110
"Arizona",1986,39.0999984741211,35.2000007629395,49.3300018310547,0,0.25,1.29999995231628,93.4599990844727,83.8000030517578,0,47.7272720336914,20.1499996185303,0,0,0,0,4,1,0,110
"Arkansas",1986,62.4000015258789,40.7000007629395,100,0,0.104999996721745,0.200000002980232,75.7900009155273,51.5999984741211,1,55.5021629333496,16.1599998474121,0,0,1,0,4,1,0,110
"California",1986,47.4000015258789,51.0999984741211,69.4300003051758,0,0.625,-0.600000023841858,114.269996643066,91.3000030517578,0,74.1153869628906,17.8799991607666,0,0,0,0,4,1,0,110
