"state","year","adagovideology","citizenideology","medianivoteshare","partydecline","squirescore","incunemp","pctpercapincome","percenturban","ugovd","percentfossilprod","renergyprice11","deregulated","geoneighborlag","ideoneighborlag","premulation1","featureyear","intercept","event","billnum"
"South Dakota",2006,10,49.5999984741211,45.7999992370605,0,0.0640000030398369,-0.600000023841858,89.9899978637695,51.9000015258789,0,7.35650777816772,18.6499996185303,0,0.0981012657284737,0.0506329126656055,0,10,1,0,146
"Tennessee",2006,50.7999992370605,37.7000007629395,100,0,0.11599999666214,-0.400000005960464,87.1699981689453,63.5999984741211,0,15.9152860641479,18.1399993896484,0,0,0.306962013244629,0,10,1,0,146
"Texas",2006,11.1999998092651,46.5999984741211,100,0,0.199000000953674,-0.5,93.5400009155273,82.5,0,94.0076293945312,18.4899997711182,1,0.0379746854305267,0,0.0473684221506119,10,1,0,146
"Utah",2006,13,27.6000003814697,68.8199996948242,0,0.0649999976158142,-1.20000004768372,82.2699966430664,88.1999969482422,0,98.7809371948242,17.6000003814697,0,0.183544307947159,0.0506329126656055,0,10,1,0,146
"Vermont",2006,92.5999984741211,93.1999969482422,46.7799987792969,0,0.143999993801117,0.200000002980232,95.0699996948242,38.2000007629395,0,0,23.2800006866455,0,0.110759496688843,0.104430377483368,0.0210526324808598,10,1,0,146
"Virginia",2006,57.0999984741211,52.2000007629395,100,0,0.130999997258186,-0.5,109.26000213623,73,0,68.2633819580078,18.4200000762939,1,0.0474683530628681,0.306962013244629,0,10,1,0,146
"Washington",2006,80.3000030517578,57.5999984741211,62.8499984741211,0,0.196999996900558,-0.600000023841858,104.889999389648,82,1,3.78084254264832,18.2099990844727,0,0,0.243670880794525,0,10,1,0,146
"West Virginia",2006,78.9000015258789,59.5999984741211,34.25,0,0.125,-0.400000005960464,75.2099990844727,46.0999984741211,1,99.3107833862305,15.8999996185303,0,0.117088608443737,0.294303804636002,0,10,1,0,146
"Wisconsin",2006,55.9000015258789,56.2000007629395,66.0999984741211,0,0.439000010490417,-0.100000001490116,94.3600006103516,68.3000030517578,0,0,18.5499992370605,0,0.088607594370842,0.208860754966736,0.0526315793395042,10,1,0,146
"Wyoming",2006,38.4000015258789,28.6000003814697,100,0,0.0540000014007092,-0.5,116.199996948242,65.0999984741211,0,99.8071975708008,16.1299991607666,0,0.0632911399006844,0.218354433774948,0,10,1,0,146
"Iowa",2007,90.5999984741211,55.5,67.3600006103516,0,0.170000001788139,0.100000001490116,90.7300033569336,61.0999984741211,1,0,17.3999996185303,0,0.110192835330963,0.179063364863396,0,11,1,0,146
"Alabama",2007,51,47.2999992370605,79.2399978637695,0,0.130999997258186,-0.100000001490116,82.3399963378906,55.4000015258789,0,58.2273979187012,17.3899993896484,0,0,0.32231405377388,0,11,1,0,146
"Alaska",2007,35.7000007629395,59.7999992370605,66.7399978637695,1,0.226999998092651,-0.400000005960464,104.580001831055,65.5999984741211,0,99.3224792480469,19.4500007629395,0,0,0.143250688910484,0,11,1,0,146
"Arizona",2007,56.9000015258789,48.7000007629395,41.2200012207031,0,0.23199999332428,-0.400000005960464,89.7099990844727,88.1999969482422,0,32.3943672180176,22.5499992370605,0,0.184573009610176,0.30853995680809,0.0627802684903145,11,1,0,146
"Arkansas",2007,88.0999984741211,56.4000015258789,100,0,0.105999998748302,0,79.3600006103516,52.5,1,52.3320426940918,18.0599994659424,0,0.0440771356225014,0.272727280855179,0,11,1,0,146
"Colorado",2007,45.7000007629395,53.4000015258789,62.4099998474121,0,0.202000007033348,-0.5,108.150001525879,84.5,1,97.7746658325195,18.4599990844727,0,0.107438020408154,0.338842988014221,0.0403587445616722,11,1,0,146
"Connecticut",2007,80.1999969482422,83.4000015258789,77.3199996948242,0,0.189999997615814,0.200000002980232,141.389999389648,87.6999969482422,0,0,27.3500003814697,1,0.123966939747334,0.253443539142609,0.0313901342451572,11,1,0,146
"Delaware",2007,80.1999969482422,73.1999969482422,78.3099975585938,0,0.148000001907349,0,100.76000213623,80.0999984741211,0,0,22.7800006866455,1,0.143250688910484,0.267217636108398,0.0627802684903145,11,1,0,146
"Florida",2007,18.7000007629395,55,100,1,0.223000004887581,0.699999988079071,99.370002746582,89.3000030517578,0,2.74874186515808,23.4200000762939,0,0,0.0468319542706013,0,11,1,0,146
"Georgia",2007,5.40000009536743,43.2000007629395,100,0,0.11599999666214,-0.100000001490116,89.5299987792969,71.5999984741211,0,0,18.75,0,0,0.0440771356225014,0,11,1,0,146
"Hawaii",2007,70.5999984741211,80.4000015258789,75.5299987792969,0,0.224999994039536,0.200000002980232,101.110000610352,91.5,0,0,27.3799991607666,0,0,0.311294764280319,0.0762331858277321,11,1,0,146
"Idaho",2007,13.1000003814697,31.7000007629395,71.6500015258789,0,0.137999996542931,0,82.5400009155273,66.4000015258789,0,0,17.2199993133545,0,0.129476577043533,0.0440771356225014,0,11,1,0,146
"Illinois",2007,92.3000030517578,69.5,100,0,0.261000007390976,0.5,106.190002441406,87.8000030517578,1,40.8278045654297,18.7199993133545,1,0.060606062412262,0.137741044163704,0.0224215257912874,11,1,0,146
"Indiana",2007,28.5,53.2000007629395,65.0800018310547,0,0.101999998092651,-0.400000005960464,85.1600036621094,70.8000030517578,0,91.7540054321289,15.6499996185303,0,0.0192837473005056,0.0991735532879829,0,11,1,0,146
"Kansas",2007,52.9000015258789,44.4000015258789,71.7200012207031,0,0.125,-0.300000011920929,95.3300018310547,71.4000015258789,0,80.1030044555664,18.7099990844727,0,0.0275482088327408,0.37465563416481,0,11,1,0,146
"Kentucky",2007,37.0999984741211,51.4000015258789,100,0,0.148000001907349,-0.300000011920929,78.9100036621094,55.7999992370605,0,98.1771621704102,17.2800006866455,0,0.0192837473005056,0.140495866537094,0,11,1,0,146
"Louisiana",2007,90.1999969482422,45.0999984741211,80.0599975585938,1,0.12899999320507,-0.100000001490116,90.5999984741211,72.5999984741211,1,86.3046188354492,16.3999996185303,0,0.0440771356225014,0.212121218442917,0,11,1,0,146
"Massachusetts",2007,94.8000030517578,87.8000030517578,100,0,0.384999990463257,-0.300000011920929,126.940002441406,91.4000015258789,1,0,26.1299991607666,1,0.165289252996445,0.137741044163704,0.0224215257912874,11,1,0,146
"Michigan",2007,76.4000015258789,64.4000015258789,62.3800010681152,0,0.342000007629395,0.200000002980232,87.120002746582,74.6999969482422,0,39.9273109436035,19.0200004577637,1,0.0468319542706013,0.278236925601959,0,11,1,0,146
"Minnesota",2007,25,52.2000007629395,59.5,0,0.179000005125999,0.100000001490116,107.029998779297,70.9000015258789,0,0,12.8800001144409,0,0.126760557293892,0.118556700646877,0.0315789468586445,10,1,0,146
"Mississippi",2007,37.2000007629395,43.4000015258789,100,0,0.10700000077486,-0.5,74.8399963378906,48.7999992370605,0,60.9178733825684,18.7800006866455,0,0,0.140495866537094,0,11,1,0,146
"Missouri",2007,27.7999992370605,60.0999984741211,68.8000030517578,1,0.17399999499321,0.200000002980232,89.9100036621094,69.4000015258789,0,3.52155423164368,19.2199993133545,0,0.0330578498542309,0.0991735532879829,0,11,1,0,146
"Montana",2007,74.9000015258789,59.7999992370605,62.3600006103516,0,0.0759999975562096,0.200000002980232,85.1800003051758,54.0999984741211,0,90.3492965698242,18.6700000762939,1,0.00275482097640634,0.250688701868057,0.0403587445616722,11,1,0,146
"Nevada",2007,41.5999984741211,56,67.7300033569336,0,0.137999996542931,0.5,100.930000305176,91.5,0,5.97014904022217,23.0200004577637,0,0.129476577043533,0.148760333657265,0.0448430478572845,11,1,0,146
"Nebraska",2007,22.7999992370605,45.7999992370605,76.9499969482422,0,0.162000000476837,0,95.9000015258789,69.8000030517578,0,5.79209804534912,18.1100006103516,0,0.0413223132491112,0.00275482097640634,0,11,1,0,146
"New Hampshire",2007,95.0999984741211,52.7999992370605,14.8999996185303,0,0.0270000007003546,0,108.800003051758,59.2999992370605,1,0,25.1000003814697,1,0.123966939747334,0.137741044163704,0,11,1,0,146
"New Jersey",2007,94,75.4000015258789,31.8400001525879,0,0.244000002741814,-0.300000011920929,127.209999084473,94.4000015258789,1,0,21.2900009155273,1,0.151515156030655,0.137741044163704,0.0538116581737995,11,1,0,146
"New Mexico",2007,92.9000015258789,64.0999984741211,100,0,0.108999997377396,-0.600000023841858,80.1800003051758,75,1,98.700065612793,20.6900005340576,0,0.146005511283875,0.104683198034763,0,11,1,0,146
"New York",2007,84,78.8000030517578,76.2099990844727,0,0.479999989271164,0,121.129997253418,87.5,0,6.7312126159668,23.7800006866455,1,0.236914604902267,0.369146019220352,0.0493273548781872,11,1,0,146
"North Carolina",2007,89.9000015258789,55,100,0,0.197999998927116,0,87.9899978637695,60.2000007629395,1,0,20.9899997711182,0,0,0.212121218442917,0,11,1,0,146
"North Dakota",2007,28.7000007629395,62.7999992370605,30.0900001525879,1,0.0509999990463257,-0.100000001490116,91.6500015258789,55.9000015258789,0,94.6748657226562,14.4799995422363,0,0.0716253444552422,0.0964187309145927,0.00448430515825748,11,1,0,146
"Ohio",2007,64.5999984741211,62.0999984741211,61.4000015258789,0,0.303999990224838,0.200000002980232,89.0599975585938,77.4000015258789,0,75.3142700195312,19.2199993133545,1,0.060606062412262,0.314049601554871,0,11,1,0,146
"Oklahoma",2007,39,27.2000007629395,100,0,0.187000006437302,0,86.9000015258789,65.3000030517578,0,96.9818649291992,18.4799995422363,0,0.104683198034763,0.140495866537094,0,11,1,0,146
"Oregon",2007,89.0999984741211,71.5999984741211,61.9199981689453,0,0.158999994397163,-0.100000001490116,91,78.6999969482422,1,0.100628927350044,19.7099990844727,1,0.157024785876274,0.253443539142609,0,11,1,0,146
"Pennsylvania",2007,75.1999969482422,68.5999984741211,72.6900024414062,0,0.33899998664856,-0.100000001490116,98.5299987792969,77.0999984741211,0,65.798698425293,19.8400001525879,1,0.173553720116615,0.250688701868057,0.0672645717859268,11,1,0,146
