year,xgb_ap_score
1999,0.11966233231514191
2000,0.08424280747292713
2001,0.15539366851975783
2002,0.11977479687308587
2003,0.16192300252702893
2004,0.08506777466002993
2005,0.10077779755098201
2006,0.10339475963277998
2007,0.12233118752442436
2008,0.151082101452887
2009,0.17054867277862787
2010,0.11436738604353999
2011,0.1271275519080224
2012,0.1043118196959521
2013,0.16381905168766187
2014,0.07058132316626524
