year,xgb_ap_score
2004,0.07178892724727072
2005,0.10401888911018847
2006,0.10466633279854164
2007,0.131035568435695
2008,0.15077710870601668
2009,0.17310197934495458
2010,0.10621804688562973
2011,0.12443030336144617
2012,0.12857433887472916
2013,0.163578836649336
2014,0.09384988912576178
