year,rf_ap_score
1999,0.11702343579305613
2000,0.07212129146893659
2001,0.10816238366363064
2002,0.12637966505298895
2003,0.15957419750267776
2004,0.08601191515139074
2005,0.1028422624703291
2006,0.10089466651425416
2007,0.12297431652821289
2008,0.1324698459926925
2009,0.1700129658628598
2010,0.1050330887349536
2011,0.11635743355725993
2012,0.1241319058402888
2013,0.15955729630061413
2014,0.08105157711300173
