year,rf_ap_score
2004,0.07079059496237834
2005,0.1056947094041261
2006,0.09266332631762259
2007,0.12204580082137934
2008,0.1343204188830558
2009,0.16989145551193377
2010,0.11664002216582961
2011,0.12373490539652882
2012,0.11864742304324177
2013,0.15521089243299657
2014,0.07352324162226695
