feature,rf_importance,xgb_importance
Republican,0.02306767811745963,0.14752765
Legislative Professionalism,0.1811304071568456,0.15152372
Net Expenditures Per Pupil,0.19113452169793918,0.13351107
Math,0.20901367422173672,0.13803692
Reading,0.15958148263477484,0.13516228
Time,0.23607223617124407,0.2942384
